contestId,contestName,handle,rank,ratingUpdateTimeSeconds,oldRating,newRating
2051,Codeforces Round 995 (Div. 3),cemil123,47,1734886200,1001,1439
2051,Codeforces Round 995 (Div. 3),jinxiangxiang,48,1734886200,743,1252
2051,Codeforces Round 995 (Div. 3),Mengmao,49,1734886200,859,1340
2051,Codeforces Round 995 (Div. 3),nanani__fan,50,1734886200,1381,1621
2051,Codeforces Round 995 (Div. 3),just_shantii,51,1734886200,899,1365
2051,Codeforces Round 995 (Div. 3),freedom_bot,52,1734886200,1347,1682
2051,Codeforces Round 995 (Div. 3),millerrabin,53,1734886200,1356,1634
2051,Codeforces Round 995 (Div. 3),coolkid1412,54,1734886200,1312,1572
2051,Codeforces Round 995 (Div. 3),nk922052,55,1734886200,1166,1510
2051,Codeforces Round 995 (Div. 3),justinbieberrr,56,1734886200,1422,1694
2051,Codeforces Round 995 (Div. 3),kixxippi,57,1734886200,1352,1595
2051,Codeforces Round 995 (Div. 3),Hovhannes1234,58,1734886200,1570,1741
2051,Codeforces Round 995 (Div. 3),Uma7moud,59,1734886200,1239,1520
2051,Codeforces Round 995 (Div. 3),harshul97,59,1734886200,1536,1715
2051,Codeforces Round 995 (Div. 3),dilip_patnana,61,1734886200,1487,1681
2051,Codeforces Round 995 (Div. 3),Naruto_x,62,1734886200,1453,1718
2051,Codeforces Round 995 (Div. 3),soumen_kr003,63,1734886200,1393,1615
2051,Codeforces Round 995 (Div. 3),Kirill_the_programmer,63,1734886200,991,1368
2051,Codeforces Round 995 (Div. 3),Hiya1055,65,1734886200,1571,1736
2051,Codeforces Round 995 (Div. 3),Lucky_Summer,66,1734886200,1595,1752
2051,Codeforces Round 995 (Div. 3),kranis10-03,67,1734886200,1249,1520
2051,Codeforces Round 995 (Div. 3),jiangly---fan,68,1734886200,1567,1731
2051,Codeforces Round 995 (Div. 3),-is-this-dfs-,69,1734886200,1395,1664
2051,Codeforces Round 995 (Div. 3),Stfuan,70,1734886200,1526,1701
2051,Codeforces Round 995 (Div. 3),__Alliy666,71,1734886200,678,1186
2051,Codeforces Round 995 (Div. 3),CowGPT,72,1734886200,1400,1671
2051,Codeforces Round 995 (Div. 3),Axialotl,72,1734886200,1510,1687
2051,Codeforces Round 995 (Div. 3),ilikeweeknd,74,1734886200,1180,1542
2051,Codeforces Round 995 (Div. 3),GoogleDocs,74,1734886200,1503,1681
2051,Codeforces Round 995 (Div. 3),Ak.24,76,1734886200,1455,1701
2051,Codeforces Round 995 (Div. 3),wazz,77,1734886200,1577,1731
2051,Codeforces Round 995 (Div. 3),Claptrapx,78,1734886200,894,1339
2051,Codeforces Round 995 (Div. 3),meow_love,79,1734886200,1597,1744
2051,Codeforces Round 995 (Div. 3),upWake,80,1734886200,1492,1670
2051,Codeforces Round 995 (Div. 3),Le_Gusto,81,1734886200,1598,1743
2051,Codeforces Round 995 (Div. 3),roma_tolsty,81,1734886200,1275,1574
2051,Codeforces Round 995 (Div. 3),azuiny,83,1734886200,1519,1751
2051,Codeforces Round 995 (Div. 3),lycoris1600,84,1734886200,1572,1780
2051,Codeforces Round 995 (Div. 3),_Python_,85,1734886200,1320,1553
2051,Codeforces Round 995 (Div. 3),SegFaultLoL,86,1734886200,1490,1665
2051,Codeforces Round 995 (Div. 3),FXLY_ouo,87,1734886200,1496,1732
2051,Codeforces Round 995 (Div. 3),EzzEldeen_Ali,88,1734886200,1546,1703
2051,Codeforces Round 995 (Div. 3),AlgoWarrior069,89,1734886200,552,1088
2051,Codeforces Round 995 (Div. 3),oxxxo,89,1734886200,0,702
2051,Codeforces Round 995 (Div. 3),028,91,1734886200,1593,1734
2051,Codeforces Round 995 (Div. 3),LisaEcho,92,1734886200,752,1226
2051,Codeforces Round 995 (Div. 3),findout,93,1734886200,1147,1508
2051,Codeforces Round 995 (Div. 3),rand,94,1734886200,1559,1708
2051,Codeforces Round 995 (Div. 3),Izumi-Hiyori,94,1734886200,621,1132
2051,Codeforces Round 995 (Div. 3),LeonZuniga,96,1734886200,1431,1620
2051,Codeforces Round 995 (Div. 3),faiz_titan,96,1734886200,1596,1733
2051,Codeforces Round 995 (Div. 3),ericskh2,98,1734886200,1587,1726
2051,Codeforces Round 995 (Div. 3),macaquedev,99,1734886200,1547,1698
2051,Codeforces Round 995 (Div. 3),ynotme,100,1734886200,1233,1538
2051,Codeforces Round 995 (Div. 3),phoenix_vasu,101,1734886200,1539,1691
2051,Codeforces Round 995 (Div. 3),PenguinSlayer_69,102,1734886200,1593,1727
2051,Codeforces Round 995 (Div. 3),typeshit,102,1734886200,1469,1703
2051,Codeforces Round 995 (Div. 3),BpbjsGreen,102,1734886200,1581,1718
2051,Codeforces Round 995 (Div. 3),cp_not_for_me,102,1734886200,1421,1642
2051,Codeforces Round 995 (Div. 3),ctzm,102,1734886200,1569,1710
2051,Codeforces Round 995 (Div. 3),goal_cm1900,107,1734886200,951,1362
2051,Codeforces Round 995 (Div. 3),korsixe,108,1734886200,1569,1708
2051,Codeforces Round 995 (Div. 3),E4star,108,1734886200,1544,1726
2051,Codeforces Round 995 (Div. 3),stemdarrenyang,110,1734886200,1537,1685
2051,Codeforces Round 995 (Div. 3),GiryeongSon,110,1734886200,679,1164
2051,Codeforces Round 995 (Div. 3),kekokl_love,110,1734886200,1488,1714
2051,Codeforces Round 995 (Div. 3),sebasvp2005,113,1734886200,1546,1691
2051,Codeforces Round 995 (Div. 3),revper,114,1734886200,1516,1669
2051,Codeforces Round 995 (Div. 3),euph_math,115,1734886200,1595,1724
2051,Codeforces Round 995 (Div. 3),ThomasFoster,115,1734886200,1532,1679
2051,Codeforces Round 995 (Div. 3),anishnaruto,117,1734886200,1525,1674
2051,Codeforces Round 995 (Div. 3),AhmedElseyoufi,118,1734886200,1568,1704
2051,Codeforces Round 995 (Div. 3),azokv,119,1734886200,0,689
2051,Codeforces Round 995 (Div. 3),Blazagon,120,1734886200,1344,1607
2051,Codeforces Round 995 (Div. 3),bramar2,120,1734886200,1604,1728
2051,Codeforces Round 995 (Div. 3),xosqedemrufo,122,1734886200,1369,1618
2051,Codeforces Round 995 (Div. 3),Fonias,123,1734886200,1500,1654
2051,Codeforces Round 995 (Div. 3),IIdarKa,123,1734886200,1426,1604
2051,Codeforces Round 995 (Div. 3),lzh999,125,1734886200,1415,1596
2051,Codeforces Round 995 (Div. 3),MTX_AS,126,1734886200,1403,1586
2051,Codeforces Round 995 (Div. 3),Fresh,126,1734886200,1587,1713
2051,Codeforces Round 995 (Div. 3),kyr778,126,1734886200,1489,1645
2051,Codeforces Round 995 (Div. 3),Stellar_Scripter,126,1734886200,1484,1641
2051,Codeforces Round 995 (Div. 3),Heathen__,130,1734886200,1563,1695
2051,Codeforces Round 995 (Div. 3),MrSurfer,130,1734886200,852,1285
2051,Codeforces Round 995 (Div. 3),arjun_06_s,132,1734886200,1503,1653
2051,Codeforces Round 995 (Div. 3),AlexanderGarifullin,133,1734886200,1573,1701
2051,Codeforces Round 995 (Div. 3),Dibamboo,133,1734886200,1594,1716
2051,Codeforces Round 995 (Div. 3),mbez,133,1734886200,1443,1665
2051,Codeforces Round 995 (Div. 3),REDDDG,136,1734886200,1530,1726
2051,Codeforces Round 995 (Div. 3),Beyond_o3_by_2026,136,1734886200,1097,1453
2051,Codeforces Round 995 (Div. 3),HenriqueCP,138,1734886200,1587,1709
2051,Codeforces Round 995 (Div. 3),AdhjalGagri,138,1734886200,680,1154
2051,Codeforces Round 995 (Div. 3),daddybogdan,140,1734886200,1527,1723
2051,Codeforces Round 995 (Div. 3),saivignesh282005,141,1734886200,1554,1685
2051,Codeforces Round 995 (Div. 3),assazzin_2,141,1734886200,1549,1681
2051,Codeforces Round 995 (Div. 3),LiFuZhong,143,1734886200,1453,1677
2051,Codeforces Round 995 (Div. 3),TrinhCongThanh,144,1734886200,1494,1642
2051,Codeforces Round 995 (Div. 3),akshin_,144,1734886200,1593,1711
2051,Codeforces Round 995 (Div. 3),Nocturnal_energy,146,1734886200,1271,1545
2051,Codeforces Round 995 (Div. 3),RisingPhoenix,146,1734886200,1574,1697
2051,Codeforces Round 995 (Div. 3),g_nome,146,1734886200,679,1150
2051,Codeforces Round 995 (Div. 3),SilverReverie,149,1734886200,1567,1759
2051,Codeforces Round 995 (Div. 3),Not_Drama_Queen,149,1734886200,1503,1711
2051,Codeforces Round 995 (Div. 3),Jeresalen,151,1734886200,1436,1600
2051,Codeforces Round 995 (Div. 3),jinnan814,151,1734886200,770,1214
2051,Codeforces Round 995 (Div. 3),Grandmaster_gang,153,1734886200,1547,1676
2051,Codeforces Round 995 (Div. 3),Zik_,153,1734886200,1516,1654
2051,Codeforces Round 995 (Div. 3),ko0g,155,1734886200,1572,1693
2051,Codeforces Round 995 (Div. 3),lastyear,155,1734886200,1186,1468
2051,Codeforces Round 995 (Div. 3),Egg_Man,157,1734886200,1564,1687
2051,Codeforces Round 995 (Div. 3),Beaten,157,1734886200,1589,1704
2051,Codeforces Round 995 (Div. 3),_RICKK_,159,1734886200,1568,1689
2051,Codeforces Round 995 (Div. 3),kaks_30,159,1734886200,1550,1676
2051,Codeforces Round 995 (Div. 3),Antoni_Iwanowski,161,1734886200,1481,1627
2051,Codeforces Round 995 (Div. 3),Alielsalek96,161,1734886200,1600,1710
2051,Codeforces Round 995 (Div. 3),JedbyKey999,161,1734886200,1454,1609
2051,Codeforces Round 995 (Div. 3),Oppenheimer_,164,1734886200,0,673
2051,Codeforces Round 995 (Div. 3),colesmith54,164,1734886200,1467,1617
2051,Codeforces Round 995 (Div. 3),-ChunChunMaru-,166,1734886200,1575,1692
2051,Codeforces Round 995 (Div. 3),Min_27,166,1734886200,1489,1632
2051,Codeforces Round 995 (Div. 3),ArisuMica,166,1734886200,1317,1571
2051,Codeforces Round 995 (Div. 3),zika_peno,169,1734886200,1589,1701
2051,Codeforces Round 995 (Div. 3),XtremeXSPC,169,1734886200,883,1293
2051,Codeforces Round 995 (Div. 3),RahulGupta0712,171,1734886200,1593,1703
2051,Codeforces Round 995 (Div. 3),Radiobas,171,1734886200,1595,1704
2051,Codeforces Round 995 (Div. 3),Banana_123,173,1734886200,1502,1638
2051,Codeforces Round 995 (Div. 3),EduardoBrito,173,1734886200,1593,1702
2051,Codeforces Round 995 (Div. 3),Danya2_2,173,1734886200,1425,1585
2051,Codeforces Round 995 (Div. 3),vishal_781,173,1734886200,1518,1649
2051,Codeforces Round 995 (Div. 3),buri_buri_zaemon21,177,1734886200,1516,1647
2051,Codeforces Round 995 (Div. 3),UItace,177,1734886200,1529,1656
2051,Codeforces Round 995 (Div. 3),igno_tus,179,1734886200,1481,1687
2051,Codeforces Round 995 (Div. 3),PakinDioxide,179,1734886200,1596,1703
2051,Codeforces Round 995 (Div. 3),jushuai_lfx,181,1734886200,1560,1677
2051,Codeforces Round 995 (Div. 3),Megatvini,182,1734886200,1478,1620
2051,Codeforces Round 995 (Div. 3),cos-tel-bi-ju,182,1734886200,1461,1663
2051,Codeforces Round 995 (Div. 3),1900_or_burst,184,1734886200,1380,1553
2051,Codeforces Round 995 (Div. 3),HemantSingh,184,1734886200,1527,1653
2051,Codeforces Round 995 (Div. 3),pianapolataa,186,1734886200,1522,1649
2051,Codeforces Round 995 (Div. 3),ICPC_USC,187,1734886200,1526,1652
2051,Codeforces Round 995 (Div. 3),Omar__Fawzy,188,1734886200,1592,1698
2051,Codeforces Round 995 (Div. 3),batr,188,1734886200,1551,1669
2051,Codeforces Round 995 (Div. 3),VIKOCH,190,1734886200,1043,1376
2051,Codeforces Round 995 (Div. 3),BodaciousLord007,190,1734886200,1534,1656
2051,Codeforces Round 995 (Div. 3),one_zero_two_zero,190,1734886200,1420,1578
2051,Codeforces Round 995 (Div. 3),YashJainyj,193,1734886200,1512,1640
2051,Codeforces Round 995 (Div. 3),vainilla,194,1734886200,845,1260
2051,Codeforces Round 995 (Div. 3),booleancube,195,1734886200,1406,1567
2051,Codeforces Round 995 (Div. 3),slices,195,1734886200,1585,1691
2051,Codeforces Round 995 (Div. 3),Kevin_Xu,197,1734886200,1603,1703
2051,Codeforces Round 995 (Div. 3),Ullubiy,198,1734886200,1463,1605
2051,Codeforces Round 995 (Div. 3),euyogi,199,1734886200,1433,1584
2051,Codeforces Round 995 (Div. 3),slavita,199,1734886200,1539,1657
2051,Codeforces Round 995 (Div. 3),dmitrievlk,199,1734886200,1488,1677
2051,Codeforces Round 995 (Div. 3),MiniBess,202,1734886200,1549,1664
2051,Codeforces Round 995 (Div. 3),XFhasbitCF,203,1734886200,0,663
2051,Codeforces Round 995 (Div. 3),OpaqueChicken,204,1734886200,1600,1700
2051,Codeforces Round 995 (Div. 3),Aly_3lewa,205,1734886200,1157,1449
2051,Codeforces Round 995 (Div. 3),CocaColastik2025,205,1734886200,1562,1672
2051,Codeforces Round 995 (Div. 3),ahanf,207,1734886200,1596,1696
2051,Codeforces Round 995 (Div. 3),Algor_,208,1734886200,1566,1675
2051,Codeforces Round 995 (Div. 3),denilb,209,1734886200,1491,1622
2051,Codeforces Round 995 (Div. 3),penwick,210,1734886200,1526,1646
2051,Codeforces Round 995 (Div. 3),yangpa,211,1734886200,1579,1741
2051,Codeforces Round 995 (Div. 3),GreatSageEqualToHeaven,212,1734886200,1531,1649
2051,Codeforces Round 995 (Div. 3),1-800-SEG-TREE,213,1734886200,1498,1691
2051,Codeforces Round 995 (Div. 3),RightTwixStick,214,1734886200,734,1171
2051,Codeforces Round 995 (Div. 3),3Yrs0VOI,214,1734886200,1488,1683
2051,Codeforces Round 995 (Div. 3),TAFH,214,1734886200,1576,1680
2051,Codeforces Round 995 (Div. 3),Adames4,217,1734886200,0,660
2051,Codeforces Round 995 (Div. 3),sharmasumit0118,218,1734886200,1078,1353
2051,Codeforces Round 995 (Div. 3),virtual_self.,218,1734886200,502,1009
2051,Codeforces Round 995 (Div. 3),Trilliverse,218,1734886200,1471,1606
2051,Codeforces Round 995 (Div. 3),epozin,221,1734886200,1510,1632
2051,Codeforces Round 995 (Div. 3),IBoraelong9101,221,1734886200,660,1117
2051,Codeforces Round 995 (Div. 3),sanya37y,223,1734886200,1454,1593
2051,Codeforces Round 995 (Div. 3),daud02,223,1734886200,0,658
2051,Codeforces Round 995 (Div. 3),PalD,225,1734886200,1588,1686
2051,Codeforces Round 995 (Div. 3),Hamsteroma,225,1734886200,1412,1564
2051,Codeforces Round 995 (Div. 3),EkkoTM,227,1734886200,1523,1640
2051,Codeforces Round 995 (Div. 3),hitanshu0729,227,1734886200,1528,1644
2051,Codeforces Round 995 (Div. 3),semenInRussia,229,1734886200,1483,1612
2051,Codeforces Round 995 (Div. 3),urejgi,230,1734886200,1234,1446
2051,Codeforces Round 995 (Div. 3),lemonade__,230,1734886200,925,1306
2051,Codeforces Round 995 (Div. 3),jimmy_2021,232,1734886200,1533,1646
2051,Codeforces Round 995 (Div. 3),wddd,233,1734886200,1521,1638
2051,Codeforces Round 995 (Div. 3),heesooyaam,234,1734886200,1576,1676
2051,Codeforces Round 995 (Div. 3),ppoollee,234,1734886200,1592,1687
2051,Codeforces Round 995 (Div. 3),suanfaking,236,1734886200,1193,1466
2051,Codeforces Round 995 (Div. 3),kakcode,237,1734886200,1367,1532
2051,Codeforces Round 995 (Div. 3),Honerad,238,1734886200,1599,1692
2051,Codeforces Round 995 (Div. 3),iketneG,239,1734886200,1175,1482
2051,Codeforces Round 995 (Div. 3),Mary_White,239,1734886200,1486,1612
2051,Codeforces Round 995 (Div. 3),sh1n0a,241,1734886200,1580,1677
2051,Codeforces Round 995 (Div. 3),codewithabhishek,241,1734886200,1343,1514
2051,Codeforces Round 995 (Div. 3),xxxSEDOYxxx,241,1734886200,1551,1657
2051,Codeforces Round 995 (Div. 3),MonikaConK,244,1734886200,1063,1400
2051,Codeforces Round 995 (Div. 3),pugong,245,1734886200,1543,1650
2051,Codeforces Round 995 (Div. 3),LostSpirit,245,1734886200,1519,1633
2051,Codeforces Round 995 (Div. 3),dssfsuper2,247,1734886200,1578,1675
2051,Codeforces Round 995 (Div. 3),Despry,248,1734886200,1331,1556
2051,Codeforces Round 995 (Div. 3),akaza_9999,248,1734886200,570,1066
2051,Codeforces Round 995 (Div. 3),tanvirtareq,250,1734886200,1558,1660
2051,Codeforces Round 995 (Div. 3),OmarMashal,251,1734886200,843,1235
2051,Codeforces Round 995 (Div. 3),DanielLong,252,1734886200,1589,1682
2051,Codeforces Round 995 (Div. 3),k1384,253,1734886200,1560,1661
2051,Codeforces Round 995 (Div. 3),HorizonWest,254,1734886200,1575,1671
2051,Codeforces Round 995 (Div. 3),Aylup,255,1734886200,1556,1657
2051,Codeforces Round 995 (Div. 3),champ.divs1739,255,1734886200,1508,1624
2051,Codeforces Round 995 (Div. 3),pranav3229,257,1734886200,1185,1410
2051,Codeforces Round 995 (Div. 3),quynhit,257,1734886200,1537,1644
2051,Codeforces Round 995 (Div. 3),shu,259,1734886200,1432,1571
2051,Codeforces Round 995 (Div. 3),sahaun,260,1734886200,1557,1657
2051,Codeforces Round 995 (Div. 3),mrclarck,261,1734886200,1279,1469
2051,Codeforces Round 995 (Div. 3),muksah2520,262,1734886200,1348,1514
2051,Codeforces Round 995 (Div. 3),KingOfThisWorld,263,1734886200,1592,1682
2051,Codeforces Round 995 (Div. 3),DrKodiererstein,264,1734886200,1188,1458
2051,Codeforces Round 995 (Div. 3),IvanT23,265,1734886200,1090,1350
2051,Codeforces Round 995 (Div. 3),nonamexishere,266,1734886200,1261,1457
2051,Codeforces Round 995 (Div. 3),a_rythm,267,1734886200,1591,1680
2051,Codeforces Round 995 (Div. 3),Utsav_Kashyap,268,1734886200,1240,1494
2051,Codeforces Round 995 (Div. 3),totallyAugustus,269,1734886200,1597,1685
2051,Codeforces Round 995 (Div. 3),rishank.goyal,270,1734886200,1292,1508
2051,Codeforces Round 995 (Div. 3),_ThisisME,271,1734886200,1517,1627
2051,Codeforces Round 995 (Div. 3),Wuris,272,1734886200,1163,1393
2051,Codeforces Round 995 (Div. 3),anuj1845,273,1734886200,518,1009
2051,Codeforces Round 995 (Div. 3),learnerdaily5,274,1734886200,1213,1424
2051,Codeforces Round 995 (Div. 3),anoop553477,275,1734886200,1012,1359
2051,Codeforces Round 995 (Div. 3),PhoenixKiller,276,1734886200,391,924
2051,Codeforces Round 995 (Div. 3),Daikokuten01,277,1734886200,0,648
2051,Codeforces Round 995 (Div. 3),hello_world34728,278,1734886200,1038,1376
2051,Codeforces Round 995 (Div. 3),PilotAntelope,279,1734886200,0,648
2051,Codeforces Round 995 (Div. 3),SHAHNUR00,280,1734886200,1137,1376
2051,Codeforces Round 995 (Div. 3),zhouxiuoa,281,1734886200,1582,1671
2051,Codeforces Round 995 (Div. 3),INeedATicketToCapital,281,1734886200,1089,1347
2051,Codeforces Round 995 (Div. 3),Hawkeyee_007,283,1734886200,615,1074
2051,Codeforces Round 995 (Div. 3),dpgaharwal,284,1734886200,1135,1374
2051,Codeforces Round 995 (Div. 3),chiku_fsa,285,1734886200,1275,1516
2051,Codeforces Round 995 (Div. 3),KUZAV,286,1734886200,1590,1676
2051,Codeforces Round 995 (Div. 3),naru_sleep,287,1734886200,0,647
2051,Codeforces Round 995 (Div. 3),happyTororo,288,1734886200,1497,1611
2051,Codeforces Round 995 (Div. 3),i_love_noodles0428,289,1734886200,1527,1699
2051,Codeforces Round 995 (Div. 3),dhruv22170,290,1734886200,1452,1579
2051,Codeforces Round 995 (Div. 3),shree_swami_samarth,291,1734886200,1467,1589
2051,Codeforces Round 995 (Div. 3),UNKNOWN747,292,1734886200,1573,1664
2051,Codeforces Round 995 (Div. 3),Shady.scof,293,1734886200,1504,1615
2051,Codeforces Round 995 (Div. 3),Kuanyshh,294,1734886200,1371,1524
2051,Codeforces Round 995 (Div. 3),Pbriwanttorecover,295,1734886200,1516,1680
2051,Codeforces Round 995 (Div. 3),_-Gwynbleidd-_,295,1734886200,906,1237
2051,Codeforces Round 995 (Div. 3),tickbird,297,1734886200,1417,1554
2051,Codeforces Round 995 (Div. 3),makimka882,297,1734886200,1501,1612
2051,Codeforces Round 995 (Div. 3),learner_22,299,1734886200,1550,1646
2051,Codeforces Round 995 (Div. 3),LaRagde,299,1734886200,1553,1648
2051,Codeforces Round 995 (Div. 3),Gardener_,301,1734886200,1572,1661
2051,Codeforces Round 995 (Div. 3),yesaulov,301,1734886200,1546,1643
2051,Codeforces Round 995 (Div. 3),AlphaRho,303,1734886200,1552,1647
2051,Codeforces Round 995 (Div. 3),ChaiAndChill,303,1734886200,1587,1671
2051,Codeforces Round 995 (Div. 3),chaoming,305,1734886200,1055,1383
2051,Codeforces Round 995 (Div. 3),Darshill,305,1734886200,1458,1580
2051,Codeforces Round 995 (Div. 3),WhoElse,305,1734886200,554,1028
2051,Codeforces Round 995 (Div. 3),Suyash_R10,308,1734886200,1535,1634
2051,Codeforces Round 995 (Div. 3),still_alive_,309,1734886200,1365,1517
2051,Codeforces Round 995 (Div. 3),rndascode,310,1734886200,1549,1643
2051,Codeforces Round 995 (Div. 3),Yassia,310,1734886200,1554,1647
2051,Codeforces Round 995 (Div. 3),navneetk12,310,1734886200,1586,1669
2051,Codeforces Round 995 (Div. 3),ASGA_RedSea,313,1734886200,1584,1667
2051,Codeforces Round 995 (Div. 3),ChewieMewK,313,1734886200,1353,1508
2051,Codeforces Round 995 (Div. 3),Yeshenyue,313,1734886200,1154,1380
2051,Codeforces Round 995 (Div. 3),AZATHOTH,316,1734886200,1381,1526
2051,Codeforces Round 995 (Div. 3),mihhiael,317,1734886200,1428,1558
2051,Codeforces Round 995 (Div. 3),005-Baurzhan-Sh-2028,317,1734886200,1100,1389
2051,Codeforces Round 995 (Div. 3),Yti_J,319,1734886200,1525,1625
2051,Codeforces Round 995 (Div. 3),DoubleSegFault,320,1734886200,1437,1564
2051,Codeforces Round 995 (Div. 3),AmirrezaShoon,320,1734886200,1513,1617
2051,Codeforces Round 995 (Div. 3),_neyu,322,1734886200,0,640
2051,Codeforces Round 995 (Div. 3),ssAmanSoni1,322,1734886200,1529,1628
2051,Codeforces Round 995 (Div. 3),gpt-o3,324,1734886200,0,640
2051,Codeforces Round 995 (Div. 3),Mousa,325,1734886200,1598,1676
2051,Codeforces Round 995 (Div. 3),T1M0F3Y,325,1734886200,1113,1353
2051,Codeforces Round 995 (Div. 3),sroid_03,325,1734886200,1540,1635
2051,Codeforces Round 995 (Div. 3),lequydon,328,1734886200,1603,1679
2051,Codeforces Round 995 (Div. 3),i_want_to_sleep,328,1734886200,1442,1565
2051,Codeforces Round 995 (Div. 3),DhruvGarg007,328,1734886200,1566,1652
2051,Codeforces Round 995 (Div. 3),peepo,328,1734886200,1565,1652
2051,Codeforces Round 995 (Div. 3),hump-and-bump,332,1734886200,1580,1662
2051,Codeforces Round 995 (Div. 3),lechihoang73,332,1734886200,1579,1661
2051,Codeforces Round 995 (Div. 3),shivamp_07,332,1734886200,1504,1608
2051,Codeforces Round 995 (Div. 3),Zeno07,335,1734886200,1575,1658
2051,Codeforces Round 995 (Div. 3),YoussefMorad1,336,1734886200,1544,1636
2051,Codeforces Round 995 (Div. 3),kinglie,336,1734886200,1474,1587
2051,Codeforces Round 995 (Div. 3),Ironman25,336,1734886200,1541,1633
2051,Codeforces Round 995 (Div. 3),koify,336,1734886200,1548,1707
2051,Codeforces Round 995 (Div. 3),subtopewds,340,1734886200,1415,1546
2051,Codeforces Round 995 (Div. 3),Ecank,340,1734886200,1395,1532
2051,Codeforces Round 995 (Div. 3),maratzabivnoy1337,342,1734886200,1458,1574
2051,Codeforces Round 995 (Div. 3),ayush99336,342,1734886200,1088,1335
2051,Codeforces Round 995 (Div. 3),ayushagg,342,1734886200,1535,1628
2051,Codeforces Round 995 (Div. 3),Ashrayy,342,1734886200,1601,1675
2051,Codeforces Round 995 (Div. 3),mileZ_,342,1734886200,1483,1592
2051,Codeforces Round 995 (Div. 3),tammmmmy,342,1734886200,1566,1650
2051,Codeforces Round 995 (Div. 3),_algo_voyager,348,1734886200,1125,1356
