contestId;contestName;handle;rank;ratingUpdateTimeSeconds;oldRating;newRating;rating_achieved
2053;Good Bye 2024: 2025 is NEAR;potato167;34;1735407300;3103;3101;-2
2053;Good Bye 2024: 2025 is NEAR;wutongchun;35;1735407300;2547;2688;141
2053;Good Bye 2024: 2025 is NEAR;Shui_Dream;36;1735407300;2153;2405;252
2053;Good Bye 2024: 2025 is NEAR;Tlatoani;37;1735407300;2747;2831;84
2053;Good Bye 2024: 2025 is NEAR;Morphed;38;1735407300;2846;2902;56
2053;Good Bye 2024: 2025 is NEAR;hos.lyric;39;1735407300;3399;3314;-85
2053;Good Bye 2024: 2025 is NEAR;antontrygubO_o;40;1735407300;2967;2989;22
2053;Good Bye 2024: 2025 is NEAR;crazy_sea;41;1735407300;2842;2894;52
2053;Good Bye 2024: 2025 is NEAR;yuto1115;42;1735407300;2929;2957;28
2053;Good Bye 2024: 2025 is NEAR;Pyqe;43;1735407300;2916;2946;30
2053;Good Bye 2024: 2025 is NEAR;rqi;44;1735407300;2813;2868;55
2053;Good Bye 2024: 2025 is NEAR;QAQAutoMaton;45;1735407300;3143;3113;-30
2053;Good Bye 2024: 2025 is NEAR;rqoi032;46;1735407300;2450;2599;149
2053;Good Bye 2024: 2025 is NEAR;LeoPro;47;1735407300;2726;2799;73
2053;Good Bye 2024: 2025 is NEAR;risujiroh;48;1735407300;2772;2831;59
2053;Good Bye 2024: 2025 is NEAR;yuanruiqi;49;1735407300;2633;2728;95
2053;Good Bye 2024: 2025 is NEAR;piggy123;50;1735407300;2557;2671;114
2053;Good Bye 2024: 2025 is NEAR;allvik66;51;1735407300;2859;2892;33
2053;Good Bye 2024: 2025 is NEAR;A_G;52;1735407300;3059;3040;-19
2053;Good Bye 2024: 2025 is NEAR;jeroenodb;53;1735407300;2894;2915;21
2053;Good Bye 2024: 2025 is NEAR;cdxcdxcdxcdx;54;1735407300;2260;2451;191
2053;Good Bye 2024: 2025 is NEAR;as_dfsdf;55;1735407300;2620;2710;90
2053;Good Bye 2024: 2025 is NEAR;Um_nik;56;1735407300;3392;3285;-107
2053;Good Bye 2024: 2025 is NEAR;operator_;57;1735407300;2291;2469;178
2053;Good Bye 2024: 2025 is NEAR;Andy_Lin;58;1735407300;2420;2561;141
2053;Good Bye 2024: 2025 is NEAR;AmShZ;59;1735407300;2516;2629;113
2053;Good Bye 2024: 2025 is NEAR;sunzh;60;1735407300;2660;2733;73
2053;Good Bye 2024: 2025 is NEAR;ppltn;61;1735407300;2549;2651;102
2053;Good Bye 2024: 2025 is NEAR;OIer_kzc;62;1735407300;2759;2804;45
2053;Good Bye 2024: 2025 is NEAR;Maksim1744;63;1735407300;2817;2846;29
2053;Good Bye 2024: 2025 is NEAR;w2y51c318;64;1735407300;2583;2672;89
2053;Good Bye 2024: 2025 is NEAR;yijw0930;65;1735407300;2437;2563;126
2053;Good Bye 2024: 2025 is NEAR;ningning;65;1735407300;2332;2488;156
2053;Good Bye 2024: 2025 is NEAR;Galetx;67;1735407300;2552;2646;94
2053;Good Bye 2024: 2025 is NEAR;Daniel777;68;1735407300;2535;2633;98
2053;Good Bye 2024: 2025 is NEAR;siganai;69;1735407300;2697;2751;54
2053;Good Bye 2024: 2025 is NEAR;244mhq;70;1735407300;3108;3057;-51
2053;Good Bye 2024: 2025 is NEAR;PinkieRabbit;71;1735407300;2808;2831;23
2053;Good Bye 2024: 2025 is NEAR;_Serge_;72;1735407300;2838;2853;15
2053;Good Bye 2024: 2025 is NEAR;Dominater069;73;1735407300;2728;2770;42
2053;Good Bye 2024: 2025 is NEAR;sharaelong;74;1735407300;2581;2660;79
2053;Good Bye 2024: 2025 is NEAR;cmk666;75;1735407300;2956;2938;-18
2053;Good Bye 2024: 2025 is NEAR;yyyyxh;76;1735407300;2688;2737;49
2053;Good Bye 2024: 2025 is NEAR;emorgan;77;1735407300;2647;2706;59
2053;Good Bye 2024: 2025 is NEAR;Anonyme;78;1735407300;2424;2542;118
2053;Good Bye 2024: 2025 is NEAR;Mapakaka;79;1735407300;2818;2831;13
2053;Good Bye 2024: 2025 is NEAR;zjy2008;80;1735407300;2785;2806;21
2053;Good Bye 2024: 2025 is NEAR;xuanxuan001;81;1735407300;3132;3065;-67
2053;Good Bye 2024: 2025 is NEAR;WRKRW;82;1735407300;2341;2478;137
2053;Good Bye 2024: 2025 is NEAR;ndt23;83;1735407300;2181;2420;239
2053;Good Bye 2024: 2025 is NEAR;makrav;84;1735407300;2584;2654;70
2053;Good Bye 2024: 2025 is NEAR;platter;85;1735407300;2604;2667;63
2053;Good Bye 2024: 2025 is NEAR;TKT_YI;86;1735407300;2849;2848;-1
2053;Good Bye 2024: 2025 is NEAR;Swistakk;87;1735407300;2911;2895;-16
2053;Good Bye 2024: 2025 is NEAR;Otomachi_Una;88;1735407300;2771;2789;18
2053;Good Bye 2024: 2025 is NEAR;Liuxizai;89;1735407300;2505;2591;86
2053;Good Bye 2024: 2025 is NEAR;SanguineChameleon;90;1735407300;2601;2661;60
2053;Good Bye 2024: 2025 is NEAR;Farhod;91;1735407300;2484;2574;90
2053;Good Bye 2024: 2025 is NEAR;KevinWan;92;1735407300;2746;2767;21
2053;Good Bye 2024: 2025 is NEAR;415411;93;1735407300;2507;2590;83
2053;Good Bye 2024: 2025 is NEAR;physics0523;94;1735407300;2722;2748;26
2053;Good Bye 2024: 2025 is NEAR;djq_cpp;95;1735407300;3368;3232;-136
2053;Good Bye 2024: 2025 is NEAR;tkacper;96;1735407300;2814;2815;1
2053;Good Bye 2024: 2025 is NEAR;sevlll777;97;1735407300;2736;2756;20
2053;Good Bye 2024: 2025 is NEAR;LuCpp;98;1735407300;2648;2690;42
2053;Good Bye 2024: 2025 is NEAR;F.R.;99;1735407300;1432;1909;477
2053;Good Bye 2024: 2025 is NEAR;umbrella-leaf;100;1735407300;2722;2743;21
2053;Good Bye 2024: 2025 is NEAR;fallleaves01;101;1735407300;2620;2667;47
2053;Good Bye 2024: 2025 is NEAR;Xellos;102;1735407300;2621;2667;46
2053;Good Bye 2024: 2025 is NEAR;BigYellowDuck;103;1735407300;2966;2924;-42
2053;Good Bye 2024: 2025 is NEAR;dario2994;104;1735407300;2692;2718;26
2053;Good Bye 2024: 2025 is NEAR;leukocyte;105;1735407300;2871;2852;-19
2053;Good Bye 2024: 2025 is NEAR;Kude;106;1735407300;2565;2623;58
2053;Good Bye 2024: 2025 is NEAR;orz;107;1735407300;2816;2809;-7
2053;Good Bye 2024: 2025 is NEAR;icecuber;108;1735407300;2512;2582;70
2053;Good Bye 2024: 2025 is NEAR;pooty;109;1735407300;2547;2608;61
2053;Good Bye 2024: 2025 is NEAR;GroupMatrix;110;1735407300;2948;2906;-42
2053;Good Bye 2024: 2025 is NEAR;RNS_RDS;111;1735407300;1997;2211;214
2053;Good Bye 2024: 2025 is NEAR;ace5;112;1735407300;2462;2543;81
2053;Good Bye 2024: 2025 is NEAR;elhoicyv;113;1735407300;2328;2445;117
2053;Good Bye 2024: 2025 is NEAR;gj83zo4;114;1735407300;2501;2570;69
2053;Good Bye 2024: 2025 is NEAR;Yam;115;1735407300;2489;2561;72
2053;Good Bye 2024: 2025 is NEAR;Kazemaru;116;1735407300;2517;2581;64
2053;Good Bye 2024: 2025 is NEAR;_Purslane_;117;1735407300;2645;2675;30
2053;Good Bye 2024: 2025 is NEAR;ainta;118;1735407300;2879;2850;-29
2053;Good Bye 2024: 2025 is NEAR;k1r1t0;119;1735407300;2532;2590;58
2053;Good Bye 2024: 2025 is NEAR;isaf27;120;1735407300;3110;3022;-88
2053;Good Bye 2024: 2025 is NEAR;IceYukino;121;1735407300;2370;2470;100
2053;Good Bye 2024: 2025 is NEAR;lexiyvv;122;1735407300;2729;2734;5
2053;Good Bye 2024: 2025 is NEAR;golomb;123;1735407300;2516;2576;60
2053;Good Bye 2024: 2025 is NEAR;BalintR;124;1735407300;2781;2772;-9
2053;Good Bye 2024: 2025 is NEAR;tem_shett;125;1735407300;2378;2473;95
2053;Good Bye 2024: 2025 is NEAR;alireza_kaviani;126;1735407300;2827;2806;-21
2053;Good Bye 2024: 2025 is NEAR;_acsm_;127;1735407300;2419;2502;83
2053;Good Bye 2024: 2025 is NEAR;include_BM;128;1735407300;2466;2536;70
2053;Good Bye 2024: 2025 is NEAR;H_stove;129;1735407300;2628;2655;27
2053;Good Bye 2024: 2025 is NEAR;RanRankeainie;129;1735407300;2727;2728;1
2053;Good Bye 2024: 2025 is NEAR;limanjun;131;1735407300;2484;2548;64
2053;Good Bye 2024: 2025 is NEAR;Daniel081024;132;1735407300;2428;2506;78
2053;Good Bye 2024: 2025 is NEAR;t9unkubj;133;1735407300;2116;2280;164
2053;Good Bye 2024: 2025 is NEAR;afuafu;134;1735407300;2594;2627;33
2053;Good Bye 2024: 2025 is NEAR;cn449;135;1735407300;2878;2839;-39
2053;Good Bye 2024: 2025 is NEAR;zdc123456;136;1735407300;2615;2642;27
2053;Good Bye 2024: 2025 is NEAR;b6e0;137;1735407300;2586;2620;34
2053;Good Bye 2024: 2025 is NEAR;bribritt;138;1735407300;2372;2462;90
2053;Good Bye 2024: 2025 is NEAR;sunkuangzheng;139;1735407300;2277;2392;115
2053;Good Bye 2024: 2025 is NEAR;Aria_Math;140;1735407300;1994;2190;196
2053;Good Bye 2024: 2025 is NEAR;AgafonovArtem;141;1735407300;2560;2598;38
2053;Good Bye 2024: 2025 is NEAR;Midnights;142;1735407300;2552;2592;40
2053;Good Bye 2024: 2025 is NEAR;kes0716;143;1735407300;2501;2554;53
2053;Good Bye 2024: 2025 is NEAR;dyrbulshchyl;144;1735407300;2679;2685;6
2053;Good Bye 2024: 2025 is NEAR;Andreasyan;145;1735407300;2675;2682;7
2053;Good Bye 2024: 2025 is NEAR;User_Carrot;146;1735407300;2478;2535;57
2053;Good Bye 2024: 2025 is NEAR;ttamx;147;1735407300;2442;2508;66
2053;Good Bye 2024: 2025 is NEAR;induk_v_tsiane;148;1735407300;2620;2639;19
2053;Good Bye 2024: 2025 is NEAR;fuppy;149;1735407300;2637;2651;14
2053;Good Bye 2024: 2025 is NEAR;OccDreamer;150;1735407300;2394;2471;77
2053;Good Bye 2024: 2025 is NEAR;Noam527;151;1735407300;2746;2732;-14
2053;Good Bye 2024: 2025 is NEAR;rama_pang;152;1735407300;2592;2617;25
2053;Good Bye 2024: 2025 is NEAR;SorahISA;153;1735407300;2452;2512;60
2053;Good Bye 2024: 2025 is NEAR;Gheal;154;1735407300;2299;2400;101
2053;Good Bye 2024: 2025 is NEAR;arnold518;154;1735407300;2557;2589;32
2053;Good Bye 2024: 2025 is NEAR;twarog;156;1735407300;2255;2404;149
2053;Good Bye 2024: 2025 is NEAR;Brovko;157;1735407300;2753;2735;-18
2053;Good Bye 2024: 2025 is NEAR;i_love_yxx;158;1735407300;2376;2454;78
2053;Good Bye 2024: 2025 is NEAR;nitram;158;1735407300;2221;2341;120
2053;Good Bye 2024: 2025 is NEAR;Rubikun;160;1735407300;2940;2874;-66
2053;Good Bye 2024: 2025 is NEAR;EasonLiang;161;1735407300;2220;2340;120
2053;Good Bye 2024: 2025 is NEAR;Raiden_Mei_;162;1735407300;2438;2498;60
2053;Good Bye 2024: 2025 is NEAR;oleh1421;163;1735407300;2789;2759;-30
2053;Good Bye 2024: 2025 is NEAR;tiger2005;164;1735407300;2458;2512;54
2053;Good Bye 2024: 2025 is NEAR;dan_da_dan;165;1735407300;775;1403;628
2053;Good Bye 2024: 2025 is NEAR;Iztrx;166;1735407300;2488;2533;45
2053;Good Bye 2024: 2025 is NEAR;LinkWish;167;1735407300;2070;2229;159
2053;Good Bye 2024: 2025 is NEAR;kostylevGO;167;1735407300;2599;2614;15
2053;Good Bye 2024: 2025 is NEAR;J_B_Y;169;1735407300;2408;2473;65
2053;Good Bye 2024: 2025 is NEAR;huansir;170;1735407300;2256;2361;105
2053;Good Bye 2024: 2025 is NEAR;Anakamira;171;1735407300;2207;2326;119
2053;Good Bye 2024: 2025 is NEAR;junie;172;1735407300;2454;2505;51
2053;Good Bye 2024: 2025 is NEAR;RDDCCD;173;1735407300;2749;2725;-24
2053;Good Bye 2024: 2025 is NEAR;Sugar_fan;174;1735407300;2912;2847;-65
2053;Good Bye 2024: 2025 is NEAR;Andrei_ierdnA;174;1735407300;2422;2480;58
2053;Good Bye 2024: 2025 is NEAR;Hamed_Ghaffari;176;1735407300;2429;2485;56
2053;Good Bye 2024: 2025 is NEAR;nifeshe;177;1735407300;2295;2386;91
2053;Good Bye 2024: 2025 is NEAR;dspt;178;1735407300;2403;2465;62
2053;Good Bye 2024: 2025 is NEAR;wishgoodluck;179;1735407300;2339;2418;79
2053;Good Bye 2024: 2025 is NEAR;kevinxiehk;180;1735407300;2443;2494;51
2053;Good Bye 2024: 2025 is NEAR;Yurushia;181;1735407300;2374;2442;68
2053;Good Bye 2024: 2025 is NEAR;parsa-golestani;182;1735407300;2417;2473;56
2053;Good Bye 2024: 2025 is NEAR;wuyouka;182;1735407300;2168;2292;124
2053;Good Bye 2024: 2025 is NEAR;Theo830;182;1735407300;2347;2421;74
2053;Good Bye 2024: 2025 is NEAR;bthero;185;1735407300;2462;2506;44
2053;Good Bye 2024: 2025 is NEAR;Halzion;186;1735407300;2630;2630;0
2053;Good Bye 2024: 2025 is NEAR;ProjectCF;187;1735407300;2404;2462;58
2053;Good Bye 2024: 2025 is NEAR;turkhuu622;187;1735407300;2393;2453;60
2053;Good Bye 2024: 2025 is NEAR;TyroWhizz;189;1735407300;2137;2267;130
2053;Good Bye 2024: 2025 is NEAR;specia1;189;1735407300;2467;2507;40
2053;Good Bye 2024: 2025 is NEAR;Numbering;191;1735407300;2658;2649;-9
2053;Good Bye 2024: 2025 is NEAR;Mitsubachi;192;1735407300;2131;2262;131
2053;Good Bye 2024: 2025 is NEAR;JDScript0117;193;1735407300;2106;2243;137
2053;Good Bye 2024: 2025 is NEAR;dongyinjie001;194;1735407300;2242;2341;99
2053;Good Bye 2024: 2025 is NEAR;c.young_sb;195;1735407300;2358;2425;67
2053;Good Bye 2024: 2025 is NEAR;_ZhangJL_;195;1735407300;2000;2167;167
2053;Good Bye 2024: 2025 is NEAR;_MyGO_Tomori_;197;1735407300;2184;2367;183
2053;Good Bye 2024: 2025 is NEAR;qingbaiqwq;198;1735407300;2463;2501;38
2053;Good Bye 2024: 2025 is NEAR;xuyifei1;199;1735407300;2479;2513;34
2053;Good Bye 2024: 2025 is NEAR;simasimarisa;200;1735407300;2430;2476;46
2053;Good Bye 2024: 2025 is NEAR;loan;201;1735407300;2408;2459;51
2053;Good Bye 2024: 2025 is NEAR;valerikk;202;1735407300;2292;2374;82
2053;Good Bye 2024: 2025 is NEAR;rniya;203;1735407300;2630;2623;-7
2053;Good Bye 2024: 2025 is NEAR;HuaJun;204;1735407300;2271;2358;87
2053;Good Bye 2024: 2025 is NEAR;amano_hina;205;1735407300;2434;2477;43
2053;Good Bye 2024: 2025 is NEAR;snowysecret;206;1735407300;2229;2327;98
2053;Good Bye 2024: 2025 is NEAR;n685;207;1735407300;2277;2361;84
2053;Good Bye 2024: 2025 is NEAR;ComPhyPark;208;1735407300;2520;2540;20
2053;Good Bye 2024: 2025 is NEAR;jhdonghj112;209;1735407300;2452;2489;37
2053;Good Bye 2024: 2025 is NEAR;MYFJCHX;210;1735407300;2419;2464;45
2053;Good Bye 2024: 2025 is NEAR;natsugiri;211;1735407300;2625;2617;-8
2053;Good Bye 2024: 2025 is NEAR;Tobo;212;1735407300;2355;2416;61
2053;Good Bye 2024: 2025 is NEAR;waipoli;213;1735407300;2314;2386;72
2053;Good Bye 2024: 2025 is NEAR;Fysty;214;1735407300;2646;2632;-14
2053;Good Bye 2024: 2025 is NEAR;rlc202204;215;1735407300;2313;2384;71
2053;Good Bye 2024: 2025 is NEAR;TruckLost;216;1735407300;2174;2283;109
2053;Good Bye 2024: 2025 is NEAR;AmirAli-Asgari;217;1735407300;2553;2561;8
2053;Good Bye 2024: 2025 is NEAR;saaaalty;217;1735407300;0;833;833
2053;Good Bye 2024: 2025 is NEAR;bronze_coder;219;1735407300;2316;2386;70
2053;Good Bye 2024: 2025 is NEAR;SPD_9X2;220;1735407300;2133;2252;119
2053;Good Bye 2024: 2025 is NEAR;lfxxx;220;1735407300;2260;2344;84
2053;Good Bye 2024: 2025 is NEAR;al3xstr33t;222;1735407300;2355;2413;58
2053;Good Bye 2024: 2025 is NEAR;kmjp;223;1735407300;2667;2645;-22
2053;Good Bye 2024: 2025 is NEAR;Sorting;224;1735407300;2408;2451;43
2053;Good Bye 2024: 2025 is NEAR;Dorost;225;1735407300;2452;2484;32
2053;Good Bye 2024: 2025 is NEAR;iakovlev.zakhar;226;1735407300;2526;2538;12
2053;Good Bye 2024: 2025 is NEAR;ywwyww;227;1735407300;2434;2470;36
2053;Good Bye 2024: 2025 is NEAR;Macesuted-Moe;228;1735407300;2552;2557;5
2053;Good Bye 2024: 2025 is NEAR;Potassium;228;1735407300;2530;2540;10
2053;Good Bye 2024: 2025 is NEAR;cwxzh;230;1735407300;2096;2222;126
2053;Good Bye 2024: 2025 is NEAR;zhenghanyun2;231;1735407300;2200;2297;97
2053;Good Bye 2024: 2025 is NEAR;furry;232;1735407300;2670;2644;-26
2053;Good Bye 2024: 2025 is NEAR;KroosTheKeenGlint;233;1735407300;2515;2528;13
2053;Good Bye 2024: 2025 is NEAR;Tomarange;234;1735407300;2106;2228;122
2053;Good Bye 2024: 2025 is NEAR;Degalat57;235;1735407300;2374;2423;49
2053;Good Bye 2024: 2025 is NEAR;Yu_212;236;1735407300;2125;2240;115
2053;Good Bye 2024: 2025 is NEAR;zfs732;236;1735407300;2372;2420;48
2053;Good Bye 2024: 2025 is NEAR;Nyaan;236;1735407300;2718;2679;-39
2053;Good Bye 2024: 2025 is NEAR;Be_dos;239;1735407300;2453;2480;27
2053;Good Bye 2024: 2025 is NEAR;titia;240;1735407300;2168;2271;103
2053;Good Bye 2024: 2025 is NEAR;luanyanjia;241;1735407300;1946;2112;166
2053;Good Bye 2024: 2025 is NEAR;hbxql.;242;1735407300;2269;2380;111
2053;Good Bye 2024: 2025 is NEAR;Lilypad;243;1735407300;2046;2182;136
2053;Good Bye 2024: 2025 is NEAR;anmichi;244;1735407300;2626;2607;-19
2053;Good Bye 2024: 2025 is NEAR;katyaporay;244;1735407300;2446;2473;27
2053;Good Bye 2024: 2025 is NEAR;nuip;246;1735407300;2450;2475;25
2053;Good Bye 2024: 2025 is NEAR;izban;247;1735407300;2385;2427;42
2053;Good Bye 2024: 2025 is NEAR;wanggiaoxing;248;1735407300;2217;2303;86
2053;Good Bye 2024: 2025 is NEAR;Suwan;249;1735407300;2240;2320;80
2053;Good Bye 2024: 2025 is NEAR;eren__;250;1735407300;2373;2417;44
2053;Good Bye 2024: 2025 is NEAR;ToniB;251;1735407300;2339;2391;52
2053;Good Bye 2024: 2025 is NEAR;Edu175;251;1735407300;2243;2322;79
2053;Good Bye 2024: 2025 is NEAR;adam01;253;1735407300;2387;2427;40
2053;Good Bye 2024: 2025 is NEAR;Noobish_Monk;254;1735407300;2456;2478;22
2053;Good Bye 2024: 2025 is NEAR;I_love_Khanh_Dan;255;1735407300;1598;1923;325
2053;Good Bye 2024: 2025 is NEAR;lrjr24;256;1735407300;2024;2162;138
2053;Good Bye 2024: 2025 is NEAR;lamduybao03;257;1735407300;2250;2325;75
2053;Good Bye 2024: 2025 is NEAR;pit4h;258;1735407300;2183;2276;93
2053;Good Bye 2024: 2025 is NEAR;kalimm;259;1735407300;2111;2223;112
2053;Good Bye 2024: 2025 is NEAR;ahsoltan;260;1735407300;2291;2354;63
2053;Good Bye 2024: 2025 is NEAR;shobonvip;261;1735407300;2539;2538;-1
2053;Good Bye 2024: 2025 is NEAR;Merripium;262;1735407300;2654;2624;-30
2053;Good Bye 2024: 2025 is NEAR;teekaytai;263;1735407300;2234;2312;78
2053;Good Bye 2024: 2025 is NEAR;abc864197532;264;1735407300;2621;2598;-23
2053;Good Bye 2024: 2025 is NEAR;ykl;264;1735407300;2250;2322;72
2053;Good Bye 2024: 2025 is NEAR;OG_Matveychick1;266;1735407300;2365;2406;41
2053;Good Bye 2024: 2025 is NEAR;Rosabel;267;1735407300;2320;2373;53
2053;Good Bye 2024: 2025 is NEAR;lsxhyyds;267;1735407300;2379;2417;38
2053;Good Bye 2024: 2025 is NEAR;keisuke6;269;1735407300;2559;2550;-9
2053;Good Bye 2024: 2025 is NEAR;Gold14526;269;1735407300;2205;2288;83
2053;Good Bye 2024: 2025 is NEAR;_furina;269;1735407300;2346;2391;45
2053;Good Bye 2024: 2025 is NEAR;Leo_W;272;1735407300;2212;2292;80
2053;Good Bye 2024: 2025 is NEAR;rembocoder;272;1735407300;2215;2294;79
2053;Good Bye 2024: 2025 is NEAR;skywalkert;274;1735407300;2398;2429;31
2053;Good Bye 2024: 2025 is NEAR;Aotsuki;274;1735407300;2424;2447;23
2053;Good Bye 2024: 2025 is NEAR;dreamoon_love_AA;276;1735407300;2724;2672;-52
2053;Good Bye 2024: 2025 is NEAR;lcyxds;277;1735407300;2383;2417;34
2053;Good Bye 2024: 2025 is NEAR;Coder-Osman;278;1735407300;1986;2128;142
2053;Good Bye 2024: 2025 is NEAR;QZJ666;279;1735407300;1671;1939;268
2053;Good Bye 2024: 2025 is NEAR;Kuroni;280;1735407300;2760;2700;-60
2053;Good Bye 2024: 2025 is NEAR;fast_photon;281;1735407300;2646;2612;-34
2053;Good Bye 2024: 2025 is NEAR;Enchom;282;1735407300;2431;2451;20
2053;Good Bye 2024: 2025 is NEAR;pmt2018;283;1735407300;2161;2253;92
2053;Good Bye 2024: 2025 is NEAR;scallionsong;284;1735407300;2086;2198;112
2053;Good Bye 2024: 2025 is NEAR;Katu2ou;285;1735407300;2127;2228;101
2053;Good Bye 2024: 2025 is NEAR;Kira_1234;286;1735407300;2321;2369;48
2053;Good Bye 2024: 2025 is NEAR;0wuming0;287;1735407300;2614;2587;-27
2053;Good Bye 2024: 2025 is NEAR;phoenix0423;288;1735407300;2536;2528;-8
2053;Good Bye 2024: 2025 is NEAR;zas111lll;289;1735407300;2434;2452;18
2053;Good Bye 2024: 2025 is NEAR;BaoJiaoPenguin;290;1735407300;2487;2491;4
2053;Good Bye 2024: 2025 is NEAR;Natsuzora;291;1735407300;2205;2282;77
2053;Good Bye 2024: 2025 is NEAR;propane;292;1735407300;2585;2563;-22
2053;Good Bye 2024: 2025 is NEAR;VladProg;293;1735407300;2637;2602;-35
2053;Good Bye 2024: 2025 is NEAR;sillylittleidiot77;294;1735407300;2171;2257;86
2053;Good Bye 2024: 2025 is NEAR;khuepr123;295;1735407300;2410;2432;22
2053;Good Bye 2024: 2025 is NEAR;FangYuanGu;296;1735407300;0;804;804
2053;Good Bye 2024: 2025 is NEAR;Gassa;297;1735407300;2177;2261;84
2053;Good Bye 2024: 2025 is NEAR;BlueBottle;298;1735407300;2402;2426;24
2053;Good Bye 2024: 2025 is NEAR;cerberus97;299;1735407300;2392;2417;25
2053;Good Bye 2024: 2025 is NEAR;NemanjaSo2005;300;1735407300;2382;2410;28
2053;Good Bye 2024: 2025 is NEAR;gabrielwu;301;1735407300;2528;2519;-9
2053;Good Bye 2024: 2025 is NEAR;Raymond_7;302;1735407300;2073;2184;111
2053;Good Bye 2024: 2025 is NEAR;lsj2009;303;1735407300;2288;2340;52
2053;Good Bye 2024: 2025 is NEAR;red_tree;304;1735407300;2346;2382;36
2053;Good Bye 2024: 2025 is NEAR;farkon00;305;1735407300;2103;2205;102
2053;Good Bye 2024: 2025 is NEAR;bedrockfake;306;1735407300;2262;2320;58
2053;Good Bye 2024: 2025 is NEAR;qusol;307;1735407300;2114;2212;98
2053;Good Bye 2024: 2025 is NEAR;lyx123886a123886;308;1735407300;2341;2378;37
2053;Good Bye 2024: 2025 is NEAR;anton_h;309;1735407300;2303;2349;46
2053;Good Bye 2024: 2025 is NEAR;Nine_Suns;310;1735407300;2099;2201;102
2053;Good Bye 2024: 2025 is NEAR;ivatopuria;311;1735407300;2149;2236;87
2053;Good Bye 2024: 2025 is NEAR;Giga_Cronos;312;1735407300;2385;2409;24
2053;Good Bye 2024: 2025 is NEAR;hhjk;313;1735407300;1997;2127;130
2053;Good Bye 2024: 2025 is NEAR;violentpeanuts;314;1735407300;2181;2258;77
2053;Good Bye 2024: 2025 is NEAR;PCTprobability;315;1735407300;2780;2705;-75
2053;Good Bye 2024: 2025 is NEAR;CHYYYY;316;1735407300;2142;2230;88
2053;Good Bye 2024: 2025 is NEAR;knightL;317;1735407300;2473;2474;1
2053;Good Bye 2024: 2025 is NEAR;ooaa;318;1735407300;2115;2210;95
2053;Good Bye 2024: 2025 is NEAR;triple__a;318;1735407300;2610;2576;-34
2053;Good Bye 2024: 2025 is NEAR;awoo;320;1735407300;2385;2406;21
