Job Title,Description ,District ,Work Mode,URL
Programador Fullstack - Semi Senior,"En Sphere buscamos al jóvenes talento con gran iniciativa, pasión por el aprendizaje y compromiso a mediano y largo plazo. Por ello, te invitamos a que formes parte del equipo como Programador Fullstack - Semi Senior en la ciudad de Lima, distrito de Jesús María.
Requisitos para postular al cargo:
Egresado de Ingeniería de Sistemas, Informática, carreras técnicas de Sistemas o afines
Experiencia de 2 años en la posición
Experiencia comprobada en Frontend: HTML5, CSS, JavaScript, Java, Bootstrap, Jquery, React y Node.js
Experiencia en creación y consumo: WebServices y API Rest
Experiencia básica en RDBMS: Oracle y/o SQL Server
Experiencia en el tecnología Cloud Development
Con disponibilidad de trabajar 100% presencial en Jesús María
Funciones:
Desarrollar, programar utilizando metodología ágil Scrum
Revisar y validar el desarrollo con el usuario
Elaborar el documento y/o diagramas técnicos respectivos
Cumplir con estándares de codificación y uso de lenguajes
Otras actividades del puesto
Beneficios:
Capacitación funcional y técnica en la plataforma de comercio electrónico Bigcommerce, DataWarehouse Snowflake
Oportunidad de línea de carrera
Grato ambiente laboral.
Planilla MYPE
Sueldo acorde al mercado y mejoras en base a performance
Los interesados enviar su CV actualizado que incluya la dirección de residencia.","Jesús María, Lima, Peru",Presencial,https://www.bumeran.com.pe/empleos/programador-fullstack-semi-senior-sphere-consulting-s.a.c.-1116709096.html
"Desarrollador (SQL, .NET, FoxPro, Power BI)","CSTI Corp es una empresa peruana líder en la industria TI con más de 15 años en el mercado en países como Perú, Ecuador, Colombia, Costa Rica y Estados Unidos.
Ofrece soluciones de negocios en las líneas de Outsourcing, Licenciamientos SAP y Microsoft, soporte y mejora de aplicaciones, así como implementación y migración de sistemas bajo estrategias Cloud, aprovechando su alianza con marcas como Amazon, Azure, Huawei Cloud y Google Cloud.
Nos encontramos en la búsqueda de un ""DESARROLLADOR"" con amplia experiencia en el manejo de las siguientes tecnologías:
SQL (Optimización de consultas y modelado de datos).
.NET (Desarrollo e integración de soluciones).
FoxPro (Mantenimiento y migración de datos).
Power BI (Creación de reportes y dashboards interactivos).
Experiencia en estructuración y modelado de datos para Datamarts.
Conocimientos en calidad de datos y generación de reportes para la toma de decisiones.
Capacidad para optimizar consultas y garantizar la integridad de la información.
Funciones:
Diseñar y estructurar la data en Datamarts para su consumo en Power BI, alineándose a las necesidades del negocio.
Optimizar consultas y mejorar tiempos de respuesta mediante querys SQL eficientes.
Realizar el mantenimiento y actualización de bases de datos.
Proponer y establecer controles de calidad de datos para garantizar información confiable y oportuna.
Trabajar en conjunto con equipos de negocio para traducir necesidades en soluciones de BI.
Condiciones:
Ingreso a planilla desde el primer día con todos los beneficios de ley al 100%.
Modalidad 100% REMOTA.
Proyecto a largo plazo, con estabilidad y desarrollo profesional.
Convenios y descuentos corporativos en educación, entretenimiento y más.
Oportunidad de crecimiento en el sector TI y acceso a capacitaciones.
¡Ven y únete a la familia CSTI CORP!","Lima, Lima, Peru",Remoto,https://www.bumeran.com.pe/empleos/desarrollador-sql-.net-foxpro-power-bi-csti-corp-1116737772.html
Frontend Developer React,"ZUTUN. es una empresa de software boutique con amplia experiencia en banca, seguros, fintech y retail. Nuestro colectivo funciona como un verdadero equipo, valorando la colaboración, la sinergia y el apoyo mutuo entre nuestros miembros, reconociendo que el talento es el núcleo y el equipo es quien juega el partido.
Te invitamos a participar de proceso FRONTEND DEVELOPER REACT y ser parte de esta experiencia:
REQUISITOS:
Experiencia mínima de 2 años con React JS en aplicaciones SSG (Static Site Generation).
Experiencia mínima de 2 años de experiencia Typescript.
Experiencia de 1 año con aplicaciones web SSR (Server Side Rendering) o híbridas desarrolladas con Node.
CSS avanzado: Animaciones, variables, preprocesadores (SASS/SCSS).
Frameworks de CSS: Tailwind CSS, Materialize.
Conocimiento de patrones de diseño aplicado al frontend.
Manejo de Git (GitHub o GitLab)
Pruebas unitarias.
Aplicación de semanticismo y accesibilidad en la web.
Ideal conocimiento de: Core Web Vitals, SEO, Analítica digital (Ej. Google Analytics), AWS, IaC,
Plataformas, ARC XP (CMS) y/o PIANO.
¿QUE OFRECEMOS?
Oportunidades de aprendizaje, donde tú eres responsable de tu desarrollo.
Trabajo en base al sentido común, metas, flexibilidad de horarios y de manera hibrida.
Una organización totalmente horizontal, donde se escuchan tus ideas y opiniones, sin jerarquías ni egos, basado en nuestra cultura C+
Consideraciones: Recibo por honorarios, tiempo de contratación: 3 meses renovables.","Pueblo Libre, Lima, Peru",Hibrido,https://www.bumeran.com.pe/empleos/frontend-developer-react-maseka-consulting-s.a.c.-1116739942.html
DESARROLLADOR FRONT IOS,"Summit Consulting es una empresa líder en soluciones tecnológicas, comprometida con el desarrollo de proyectos innovadores y la mejora constante de nuestros servicios. Actualmente, estamos en búsqueda de un Desarrollador Front-end Android altamente motivado y con experiencia para unirse a nuestro equipo dinámico.
Requisitos:
Mínimo 3 años desarrollando aplicaciones nativas para iOS preferiblemente para el sector financiero.
Experiencia en desarrollo de interfaces (UI/UX) optimizadas, intuitivas y accesibles.
Conocimiento comprobado y sólido en frameworks para iOS y Android, manejo de APIs RESTful.
Experiencia trabajando bajo metodologías ágiles (Scrum) y cascada.
Familiarizado con herramientas de integración continua (CI/CD).
Conocimientos comprobados en SWIFT
Formación Académica:
Técnico en las Carreras: Ingeniería de Sistemas, Ingeniería Informática, Ingeniería de Software o afines.
Bachiller y afines
Titulación y afines Especialización:
Desarrollar Nativo ¡OS - Avanzado
Diseño y Experiencia de Usuario (UI/UX) - Intermedio
Metodologías Ágiles / Cascada - Intermedia
Otros conocimientos:
Ofimática (Word, Excel, PowerPoint) – Intermedio
Ingles a nivel intermedio (deseable) – Intermedio
Manejo de Jira – Intermedio Competencias
Pensamiento Crítico
Resolución de Problemas
Comunicación Asertiva
Trabajo en equipo
Flexibilidad al cambio
Empatía
Negociación
Toma de Decisiones
Liderazgo
Orientación a Resultados
Objetivo del Puesto:
Desarrollar interfaces atractivas, seguras y altamente funcionales en aplicaciones nativas para iOS, asegurando experiencias óptimas para el usuario y alineadas a los objetivos bajo metodologías ágiles y/o cascada.
Funciones del Puesto:
Disponibilidad para laborar de lunes a viernes de 8:00 am - 6:45 pm
Desarrollar aplicaciones móviles nativas para iOS utilizando frameworks actuales.
Implementar interfaces de usuario optimizadas basadas en diseños y principios UI/UX, asegurando accesibilidad y rendimiento.
Integrar servicios y APIs RESTful, manejando respuestas JSON y consumo eficiente de recursos.
Aplicar y promover buenas prácticas técnicas: Clean Architecture, patrones de diseño, modularización y Testing Automatizado (unitario y UI).
Participar activamente en revisiones de código, manteniendo estándares de calidad y seguridad.
Coordinar estrechamente con los equipos de diseño UX/UI, backend y QA para asegurar una integración efectiva.
Documentar adecuadamente código y arquitectura técnica.
Proponer mejoras técnicas y funcionales que impulsen la innovación continua y la calidad del producto.
Si cuentas con las habilidades y experiencia necesarias para esta posición, no dudes en postular. Estamos ansiosos por recibir tu aplicación y conocer más acerca de ti. 🔔 ¡Únete a nuestro equipo y sé parte del éxito de Summit SAC!
(NOTA: Solo se va considerar los postulantes que cumplan específicamente con el perfil)","Comas, Lima, Peru",Hibrido,https://www.bumeran.com.pe/empleos/desarrollador-front-ios-summit-s.a.c-1116742593.html
Desarrollador Full Stack,"¡En YOFC Perú, empresa trasnacional de Telecomunicaciones, queremos talento como el tuyo! Por tal motivo, te invitamos a participar en nuestro proceso para la búsqueda de
DESARROLLADOR FULL STACK
¿Cuáles serían tus funciones?
Apoyar a la organización en la gestión de sistemas de la empresa: CRM, FMS, NAS, SRMS y otras plataformas.
Facilitar el flujo de datos en la plataforma de operación y mantenimiento, incluyendo la ayuda a los usuarios para modificar datos y asignar permisos.
Apoyar la escritura SQL y el uso del lenguaje Java para escribir código y desarrollar interfaces.
Gestionar la implementación y el lanzamiento de proyectos Java (paquetes jar y war).
Apoyar al desarrollo en plataformas low-code.
Apoyar la operación y el mantenimiento de Linux y la resolución de fallos del programa.
Apoyar en la redacción de manuales de desarrollo y de operación y mantenimiento.
¿Qué te hace el mejor candidato para nosotros?
Bachiller o Titulado en carreras universitarias de Sistemas, Informática o afines.
Manejo de SQL, MySQL y Oracle.
Mínimo 3 años de experiencia realizando funciones similares.
Conocimiento de Java, RESTful y especificaciones de desarrollo de interfaces de servicios web.
Conocimiento de los comandos de operación y mantenimiento diarios de Linux, comprensión del protocolo HTTP.
Conocimiento de la plataforma low-code.
Inglés avanzado (escrito y oral)
¡Conócenos!
Somos el mayor proveedor de fibra óptica del mundo. Ofrecemos soluciones integrales y con una cartera de productos diversa y flexible, con especial presencia en las industrias de las telecomunicaciones, servicios públicos, transporte, petroquímica y médica. En el Perú estamos a cargo del Proyecto Regional para implementar fibra óptica en 4 regiones del País (Arequipa, Ancash, San Martín y La Libertad).
Valoramos un ambiente inclusivo:
En YOFC Perú, promovemos un ambiente laboral inclusivo y rechazamos toda forma de discriminación. Por eso, en nuestros procesos de selección buscamos que los candidatos y candidatas tengan igualdad de oportunidades para unirse a nuestro equipo de acuerdo con nuestras políticas internas y conforme a lo establecido en la Ley N° 29973. Si tienes alguna discapacidad o necesidad especial, podemos brindarte las facilidades y/o ajustes razonables que necesites.","San Isidro, Lima, Peru",Presencial,https://www.bumeran.com.pe/empleos/desarrollador-full-stack-yofc-peru-s.a.c.-1116750542.html
Desarrollador en Innovación y Automatización,"CSTI Corp es una empresa peruana líder en la industria TI con más de 15 años en el mercado en países como Perú, Ecuador, Colombia, Costa Rica y Estados Unidos.
Ofrece soluciones de negocios en las líneas de Outsourcing, Licenciamientos SAP y Microsoft, soporte y mejora de aplicaciones, así como implementación y migración de sistemas bajo estrategias Cloud, aprovechando su alianza con marcas como Amazon, Azure, Huawei Cloud y Google Cloud.
Estamos en búsqueda de un Desarrollador Senior en Innovación y Automatización para potenciar nuestras soluciones tecnológicas y optimizar procesos.
🔍 ¿Qué buscamos?
Experiencia mínima de 5 años en una posición similar.
Dominio avanzado de Python.
Experiencia con Shell scripting (Bash & PowerShell).
Conocimientos en sistemas operativos: Windows, Linux y AIX (intermedio).
Experiencia en gestión de bases de datos.
Dominio de transacciones SQL y Queries avanzados en MSSQL, MySQL.
Desarrollo de aplicaciones en Python y JavaScript.
Conocimiento avanzado de Ansible.
Conocimientos intermedios en contenedores y Kubernetes.
Experiencia con Git y GitHub para desarrollo colaborativo.
Deseable experiencia como Full Stack Developer en Flask, Node.js, Angular y React.
💼 Beneficios:
Ingreso a planilla desde el primer día con todos los beneficios de ley al 100%.
Modalidad híbrida: 2 a 3 veces a la semana en oficina (La Molina o La Victoria).
Horario: lunes a viernes, de 9:00 a.m. a 6:00 p.m.
Convenios y descuentos corporativos en educación, entretenimiento y más.
Oportunidad de crecimiento y desarrollo profesional en una empresa líder del sector TI.
📩 Si buscas un reto que impulse tu carrera, postula ahora y sé parte de la transformación digital con CSTI Corp! 🚀","Lima, Lima, Peru",Hibrido,https://www.bumeran.com.pe/empleos/desarrollador-en-innovacion-y-automatizacion-csti-corp-1116751489.html
Analista Programador Net,"Empresa líder en el sector industrial textil, dedicada a la fabricación de tejido plano, se encuentra en la búsqueda de un profesional para ocupar la posición de ANALISTA PROGRAMADOR NET:
FUNCION PRINCIPAL:
Desarrollo de aplicaciones web con lenguaje .NET, Mantenimiento a los programas administrativos hechos en VB y .NET, MSSQL server 2018, 2016
REQUISITOS:
Titulado en Ingeniería de Sistemas, -Ingeniería de Sistemas, Ingeniería Informática, Programación, Desarrollo de Software o carreras afines.
Experiencia mínima de 03 años como analista programador encargado de proyectos de implementación de ERPs.
Exhibir casos específicos donde haya logrado exitosamente desarrollar proyectos de ERPs.
Disponibilidad de laborar de Lunes a Viernes de 8.00am a 17.15pm
CONOCIMIENTOS NECESARIOS:
Microsoft .Net Framework (Web/Desktop) Avanzado
Net Core 8 Avanzado (MVC) (deseable)
Desarrollo de API REST
Lenguaje de Programación C/VB
Conocimiento en Programación Orientada a Objetos y Patrones de Diseño de Software(deseable)
SQL Server/DB2 Avanzado (Transact)
Análisis funcional, Modelamiento de Procesos
COMPETENCIAS:
Comunicación efectiva y asertiva.
Enfoque en resultados.
Trabajo en equipo.
Capacidad para analizar y resolver problemas.
BENEFICIOS:
Sueldo acorde al mercado.
Ingreso a planilla con todos los beneficios de ley.
Alimentación a través del sistema de prestaciones alimentarias.
Integrarse a una empresa sólida y de reconocido prestigio.","San Juan De Lurigancho., Lima, Peru",Presencial,https://www.bumeran.com.pe/empleos/analista-programador-net-tecnologia-textil-1116749983.html
Programador Web Scraping PowerAutomate,"Como Desarrollador de Web Scraping y Power Automate, serás responsable de extraer, procesar y automatizar datos (desarrollar ROBOTS) desde diversas fuentes web y plataformas digitales. Tu trabajo estará enfocado en:
🔹 Desarrollar y mantener scripts de Web Scraping para recopilar información de sitios web de manera eficiente y estructurada.
🔹 Implementar técnicas anti-bloqueo como rotación de proxies, manejo de captchas y emulación de comportamiento humano.
🔹 Resolver problemas técnicos relacionados con la extracción de datos, automatización y seguridad.
Este puesto es 1 0 0% remoto 🚀","Lima, Lima, Peru",Presencial,https://www.bumeran.com.pe/empleos/programador-web-scraping-powerautomate-richard-garate-1116746141.html
ANALISTA TECNICO Java y Angular PRESENCIAL,"¡Reinventa el futuro con Canvia!
Si sientes pasión por la tecnología y quieres transformar negocios, esta es tu oportunidad para desarrollarte en una empresa inclusiva, diversa, que se desafía constantemente.
Nuestro propósito es hacer más fácil la vida de las personas, innovando e implementando proyectos de transformación digital con un metodología ágil y segura.
*REQUISITOS:
Liderar equipos de desarrollo de software y gestionando usuarios de negocio.
Manejo de marcos de trabajo ágiles como SCRUM y metodologías de desarrollo de software.
Conocimiento de arquitecturas de software orientada a microservicios.
Dominio de lenguajes de programación (Java Spring Boot, Spring Security, Spring Data, Angular).
Conocimiento de herramientas de pruebas de vulnerabilidades estáticas, dinámicas y de seguridad.
Manejo de Base de datos (SQL, Oracle) y herramientas de migración de datos.
Experiencia gestionando control de avance del producto o software.
Conocimiento de herramientas para integración y despliegue continuo.
Conocimiento de DevSecOps, contenedores y cluster como OpenShift.
Conocimiento de herramientas de monitoreo y analítica como ELK.
Lo que te permitirá llegar al éxito:
Es indispensable que cuentes con: Carrera tecnica o universitaria en Sistemas y/o Informática o carreras afines
Experiencia como minima de 5 años en roles similares.
Manejo de Java, Angular, Oracle, SQL, Microservicios, Pruebas unitarias.
Beneficios Te ofrecemos:
Trabajar en equipo con especialistas en nuevas tecnologías y generar impacto a través de la transformación de nuestros clientes y proyectos de gran escala
Cultura de equipo altamente colaborativa y orientado a romper paradigmas
A retarte y cuestionarte como lo estás haciendo para pensar cómo hacerlo mejor
Foco en tu desarrollo y línea de crecimiento, a través de Canvia College donde podrás potenciar tus conocimientos con cursos tendencia en tecnología y de gestión
La importancia de tu bienestar, por ejemplo, el que tengas tiempo libre el día de tu cumpleaños para que lo disfrutes con las personas que más quieres
Modalidad híbrida de trabajo, trabajo desde casa en la mayoría de nuestras posiciones
Ingresarás a planilla desde el primer día
Porque la salud es muy importante, te coberturamos la EPS en un 80%
Tendrás una tarjeta de alimentación
Recibirás utilidades en base a los resultados de negocio
Juntos vamos por más! No esperes más y postula a tu siguiente reto.","Lima, Lima, Peru",Presencial,https://www.bumeran.com.pe/empleos/analista-tecnico-java-y-angular-presencial-canvia-1116742356.html
"Empresa seria busca Analista Programador, minimo 3 años de experiencia.","Que sepa dominar, Lenguajes de programación: * Java C # JavaScript
Frameworks y tecnologías: * Angular * Angular js * Spring Boot * Maven * Hibernate * Swagger UI *
Postman APIs y servicios Web: * REST * SOAP
Bases de datos: * oracle * Sql Server
Control de Versiones: * Git","Miraflores, Lima, Peru",Presencial,https://www.bumeran.com.pe/empleos/empresa-seria-busca-analista-programador-minimo-3-anos-de-experiencia.-sharky-1116737900.html
ANALISTA PROGRAMADOR,"¡Estamos creciendo contigo!
Somos la empresa “Caja de Pensiones Militar Policial”, ubicada en el distrito de San Isidro y actualmente estamos en búsqueda de un nuevo talento para el puesto de Analista Programador del Departamento de Desarrollo y Mantenimiento de Sistemas de Información.
REQUISITOS:
Bachiller en Ingeniería de Sistemas, Ingeniería Informática, Ciencias de la Computación o afines.
Experiencia general de tres (3) años y experiencia específica de dos (2) años acumulables como analista, asistente o puesto similar.
De preferencia, capacitación especializada en tecnología y herramientas Oracle, análisis, diseño, programación e implantación de sistemas de información, la misma que es acreditada mediante cursos que totalicen una duración no menor a treinta (30) horas lectivas.
Conocimiento en Programación en Java, Oracle, Oracle PLSQL, Oracle Forms & Report y .Net.
FUNCIÓN BÁSICA:
Implementar las actividades de desarrollo y mantenimiento de los sistemas de información.
FUNCIÓN ESPECÍFICA:
Participar en la elaboración o modificación de las especificaciones lógicas de los componentes de los sistemas de información a desarrollar o modificar, así como en el respectivo diseño procedimental, según los estándares establecidos.
Participar en el diseño de modelos de datos para implementar los requerimientos de los usuarios, según los estándares establecidos; así como generar los respectivos esquemas de base de datos, luego de obtener la conformidad del Jefe de Departamento de Desarrollo y Mantenimiento de Sistemas de Información.
Construir, ejecutar y configurar el código fuente de los componentes necesarios para la salida a producción de los sistemas de información.
Construir y modificar formularios, reportes, objetos de base de datos y demás componentes de los sistemas de información, según los estándares establecidos y requisitos especificados.
Ejecutar casos para la realización de pruebas funcionales, de integración y usabilidad a los componentes de sistemas de información desarrollados o modificados.
Participar en la migración de información a los sistemas.
Utilizar las directivas, lineamientos, metodologías y procedimientos dispuestos para atender las incidencias, requerimientos o proyectos a cargo.
Participar en la ejecución de los proyectos relacionados a Gobierno y Transformación Digital.
Reportar al Jefe de Departamento de Desarrollo y Mantenimiento de Sistemas de Información y coordinar con el Analista Funcional, el avance en la construcción de los componentes de los sistemas de información.
Mantener actualizada la información de las solicitudes de trabajo asignadas.
Cumplir la normativa interna y externa aplicable a su ámbito de acción.
Participar de manera activa y permanente en las acciones dispuestas en la gestión integral de riesgos, asociadas a las actividades que realiza.
Participar en la implementación y actualización del sistema de control interno.
Desempeñar las demás funciones inherentes a su cargo que le sean asignadas por el Jefe de Departamento de Desarrollo y Mantenimiento de Sistemas de Información.
BENEFICIOS:
Remuneración: S/. 4,000.00
Horario de Trabajo regular: 9:00 a.m. a 5:15 p.m. de lunes a viernes (presencial).
Modalidad de contratación: Plazo fijo - D.L. 728 (Planilla, beneficios según ley).
Capacitación acorde a la necesidad del puesto.
Los datos personales que el postulante facilite a través de su hoja de vida, podrán ser recopilados, tratados, e incorporados a un Banco de Datos Personales de la CPMP, solo para dichos fines específicos, y serán conservados por un periodo máximo de dos años.
La Caja de Pensiones Militar Policial - CPMP declara que respeta los principios de legalidad, consentimiento, finalidad, proporcionalidad, calidad, disposición de recurso, nivel de protección adecuado, conforme a las disposiciones de la Ley de Protección de Datos Personales vigente en Perú""
"" En la Caja de Pensiones Militar Policial creemos firmemente en la igualdad de oportunidades por lo cual promovemos la diversidad de género, origen étnico, nacionalidad, la inclusión de personas con discapacidad y/o habilidades diferentes (de acuerdo con lo establecido en la Ley N° 29973).""","San Isidro, Lima, Peru",Presencial,https://www.bumeran.com.pe/empleos/analista-programador-caja-de-pensiones-militar-policial-1116744932.html
DESARROLLADOR RPA - UIPATH,"Funciones:
Diseñar,desarrollar y actualizar los BOT’s para automatizar procesos repetitivos y críticos.
Identificar oportunidades de mejora en el área con el fin de automatizar los procesos ya sea a nivel de negocio o de sistema.
Administración y monitoreo del oechestador en el entorno de produccion.
Documentar procesos automatizados y procedimientos técnicos.
Capacitar y brindar soporte a usuarios finales.
Brindar soporte en los bot’s ya existentes.
Requisitos:
Profesional de la carrera de Ingeniería Industrial, Ingeniería de Sistemas, Administración o a fines.
Lenguajes de programación: Conocimientos en UIPath, C #, y Python.
Experiencia mínima de 3 años en posiciones similares.
Desarrollo de bot’s atendidos y desatendidos.
Administración y configuración del cloud Orchestrator de UiPath.
Conocimiento y aplicación del framework de desarrollo de BOT's de UiPath.
Conocimiento y manejo de API’s.
Mejora continua de los bot’s
Manejo de repositorios para control de código en GitHub
Competencias:
Pensamiento analítico: Identificación y optimización de procesos automatizables.
Resolución de problemas: Capacidad para solucionar errores en bots y mejorar procesos.
Trabajo en equipo: Colaboración con diferentes áreas para entender necesidades del negocio.
Ofrecemos:
Sueldo por encima del mercado.
Modalidad híbrida de lun a vie de 8: 1 5 a 6: 0 0pm, sábado aleatorio.
Planilla completa con todos los beneficios de ley.","Miraflores, Lima, Peru",Presencial,https://www.bumeran.com.pe/empleos/desarrollador-rpa-uipath-overall-1116742889.html
ANALISTA TECNICO - Lider .NET,"¡Reinventa el futuro con Canvia!
Si sientes pasión por la tecnología y quieres transformar negocios, esta es tu oportunidad para desarrollarte en una empresa inclusiva, diversa, que se desafía constantemente. Nuestro propósito es hacer más fácil la vida de las personas, innovando e implementando proyectos de transformación digital con un metodología ágil y segura.
Como ANALISTA TECNICO - Lider tendrás la misión de:
Entender, analizar y desarrollar la programación de requerimientos para cumplir con los requerimientos teniendo en cuenta los procedimientos, técnicas y herramientas.
Pariticipar en proyectos que te reten profesionalmente, aprendiendo tecnologías de tendencia.
*FUNCIONES:
Implementar el plan de gestión del servicio.
Garantizar el cumplimiento de los objetivos y alcance del servicio.
Responsable de gestionar la calidad del servicio entregado al contratante.
Permanecer en continuo contacto con el Gerente del contratante, para definir los posibles cambios o adecuaciones que se deban realizar en el servicio.
Coordinar todo cambio que afecte los niveles de servicio, con el Gerente del Contratante.
Responsable del cumplimiento del manual de procedimientos de operación del servicio
•Administrar el procedimiento de control de cambios.
Elaborar en conjunto con el contratante el procedimiento de inspección del servicio.
Suscribir todos los entregables que correspondan al servicio.
*REQUISITOS:
Lo que te permitirá llegar al éxito:
Universitario titulado en ingeniería de sistemas o informática o computación o ingeniería industrial o administración de empresas o Ingeniería Industrial y de Sistemas o Ingeniería de Sistemas e Informática o Ingeniería de Sistemas Empresariales o carreras afines a las antes indicadas.
Experiencia de 5 años en cargos similares de Lider tecnico, Analista de Sistemas o puestos similares.
Manejo de lenguajes de programacion .NET.
Experiencia en el uso de C#, GIT, Visual Basic.
*BENEFICIOS
Te ofrecemos:
Trabajar en equipo con especialistas en nuevas tecnologías y generar impacto a través de la transformación de nuestros clientes y proyectos de gran escala
Cultura de equipo altamente colaborativa y orientado a romper paradigmas
A retarte y cuestionarte como lo estás haciendo para pensar cómo hacerlo mejor
Foco en tu desarrollo y línea de crecimiento, a través de Canvia College donde podrás potenciar tus conocimientos con cursos tendencia en tecnología y de gestión
La importancia de tu bienestar, por ejemplo, el que tengas tiempo libre el día de tu cumpleaños para que lo disfrutes con las personas que más quieres
Modalidad híbrida de trabajo, trabajo desde casa en la mayoría de nuestras posiciones
Ingresarás a planilla desde el primer día
Porque la salud es muy importante, te coberturamos la EPS según los lineamientos actuales de la empresa.
Tendrás una tarjeta de alimentación
Recibirás utilidades en base a los resultados de negocio
Juntos vamos por más! No esperes más y postula a tu siguiente reto.","Lima, Lima, Peru",Hibrido,https://www.bumeran.com.pe/empleos/analista-tecnico-lider-.net-canvia-1116739526.html
Front-end JR,"¡Sé parte de Stefanini!
En Stefanini somos más de 30,000 genios, conectados desde 41 países, co-creando un futuro mejor.
¡Sé nuestro Analista / Desarrollador Front end!
Responsabilidades y atribuciones:
Experiencia
1 a 2 años de experiencia como Desarrollador Front end/ Cells
Estudios universitarios o técnicos en Ingeniería Informática, Ingeniería de Sistemas o afines.
Buenas prácticas de desarrollo
Pensamiento crítico y análisis
Requisitos y competencias:
Habilidades:
Conocimientos en comandos GIT
Conocimientos en Test unitarios (TDD)
Conocimientos de web componentes (angular/polymer/lit, afines.)
Conocimiento de apps híbridas
Conocimientos en CSS/SASS
Conocimientos en javascript
Conocimientos en Api restful y Json - Angular - react
Conocimientos en Base de datos relaciones (SQL, Oracle) / no relacionales (mongodb)","Lima, Lima, Peru",Remoto,https://www.bumeran.com.pe/empleos/front-end-jr-stefanini-peru-s.a-1116733687.html
PROGRAMADOR WEB c/experiencia en posicionamiento SEO Y SEM,"Programador Web
PERFIL REQUERIDO:
Técnico Informática o carreras técnicas relacionadas al desarrollo web.
Experiencia de 1 año cumpliendo realizando funciones similares.
Edición de Wordpress (Indispensable)
Disponibilidad para laborar en magdalena del mar.
Especialización en MKT digital
Experiencia en Copy writting para Sitio Web
FUNCIONES:
Copywritting para Sitio Web.
Análisis orgánico (SEO).
Manejo de anuncios de búsqueda en Google Ads y Displey (Intermedio/Avanzado).
Posicionamiento orgánico (SEO) Intermedio/Avanzado.
Investigación de Keywords.
Optimización Web.
Desarrollo web frontend.
Desarrollo y edición de temas en PHP (Deseable).
Manejo de base datos SQL (Deseable).
Seguimiento e informes del rendimiento Anuncios.
Soporte técnico en diferentes áreas.
BENEFICIOS Y CONDICIONES:
Horario: lunes a viernes 9am a 6pm y sábados 9am a 2pm
Distrito: Magdalena
Ingreso a planilla MYPE
Tipo de puesto: Presencial
Salario: S/. 2, 5 0 0. 0 0 al mes + comisiones","Magdalena Del Mar, Lima, Peru",Presencial,https://www.bumeran.com.pe/empleos/programador-web-c-experiencia-en-posicionamiento-seo-y-sem-sba-medic-servicios-e.i.r.l.-1116739258.html
Desarrollador Móvil y Backend,"Requisitos:
Experiencia sólida en desarrollo de aplicaciones móviles con Flutter, Kotlin (Android) y/o Swift (iOS).
Experiencia en deploy de Flutter en entorno Web
Experiencia en desarrollo backend utilizando Python y Django. (deseable).
Conocimiento en implementación y gestión de CI/CD en herramientas como Gitlab o Github. (deseable).
Experiencia con bases de datos SQL (MySQL) y NoSQL (MongoDB).
Familiaridad con el uso de VS Code como entorno de desarrollo.
Experiencia en pruebas unitarias y automatización de pruebas.
Conocimientos básicos de DevOps y procesos de integración continua.
Experiencia en otros lenguajes o frameworks relacionados con el desarrollo móvil y backend.
Conocimiento en arquitecturas de microservicios.
Experiencia con servicios en la nube como AWS
Habilidades para trabajar en equipo, buenas capacidades de comunicación y resolución de problemas.","Lima, Lima, Peru",Hibrido,https://www.bumeran.com.pe/empleos/desarrollador-movil-y-backend-zoluxiones-sac-1116731663.html
Programador Jr,"FRACTAL Soluciones TI, Somos una empresa peruana de Consultoría en Gestión de Tecnología de la Información con más de 10 años en el mercado, que ofrece soluciones que contribuyen al mejoramiento de los procesos y negocios de nuestros clientes, basados en profesionales altamente calificados y aplicando los más altos estándares de calidad.
Estamos en búsqueda de un talento para la posición de Programador Junior con el siguiente perfil:
Requisitos
Bachiller en Ingeniería de Sistemas, Informática o afines
Experiencia laboral de al menos 1 año en el cargo - mandatorio
Experiencia en el desarrollo de Aplicaciones Web con experiencia en uso de JQuery, CSS, HTML5, JavaScript.
C# ASP .Net Framework 4.0 + / .Net Core 2.1 +
Bases de datos SQL Server 2008+ y MySQL
Web Service (REST)
Conocimientos de Metodologías ágiles (Scrum)
Funciones
Desarrollo de aplicaciones web.
Resolución de bugs.
Pruebas y calidad del software. Documentación
Colaboración en el equipo.
¿Qué te ofrecemos?
Cursos libres en plataforma AWS
Descuentos corporativos
Actividades de bienestar y desarrollo
Visítanos en: http://www.fractal.com.pe/
¡Postula con nosotros y únete al equipo FRACTAL!","Lima, Lima, Peru",Hibrido,https://www.bumeran.com.pe/empleos/programador-jr-fractal-soluciones-it-1116751796.html
