,Link,Título,Descripción,Distrito,Work_Mode
56,https://www.bumeran.com.pe/empleos/desarrollador-fullstack-software-enterprise-services-s.a.c.-1116742308.html,Desarrollador FullStack,"SOFTWARE ENTERPRISE SERVICES Somos una empresa peruana de Tecnologías de la Información y Comunicaciones, que cuenta con amplia experiencia en la prestación de servicios informáticos mediante Outsourcing TI y Fábrica de Software, para clientes nacionales e internacionales, asegurando la calidad de servicio con sólidos procesos estandarizados en un sistema integrado de gestión. Nos encontramos en la búsqueda del mejor talento para ocupar la siguiente posición
Desarrollador FullStack
Requisitos:
Bachiller/Título de las carreras universitarias en Ingeniería en Sistemas, Informática o Software, Ciencias de la Computación o afines. (Indispensable)
Experiencia mínima comprobada de 4 años en posiciones similares. (Indispensable)
Capacidad para comprender los requisitos del usuario y traducirlos en especificaciones técnicas claras y detalladas.
Conocimiento de técnicas y herramientas para el modelado de datos, incluidos diagramas entidad-relación y diagramas de flujo de datos.
Habilidades de traducción técnica a código de diseño arquitectónico y de interfaz de usuario, así como experiencia en el diseño de soluciones escalables, seguras y eficientes.
Trabajo Híbrido.
Disponibilidad para viajes internacionales.
Requisitos Técnicos:
Manejo de herramientas de integración continua como Azure DevOps, GitLab.
Sólidos conocimientos en lenguajes de scripting/programación como Java con Framework Qaurkus, React, C#, o JavaScript.
Experiencia en la creación de scripts de automatización con herramientas como JUnit, TestNG u otras similares.
Experiencia en el uso de contenedores y entornos virtualizados para pruebas (Docker, Kubernetes, OpenShift).
Sólidos conocimientos en Patrones de diseño de software.
Experiencia en el uso de herramientas de pruebas de carga y rendimiento como K6.
Experiencia en el desarrollo de microservicios y microfrontends
Competencia:
Comunicación asertiva
Proactivo
Trabajo en equipo
Beneficios:
Planilla completa
EPS (Opcional)
Oportunidad de línea de carrera","Cercado De Lima, Lima, Peru",Híbrido
57,https://www.bumeran.com.pe/empleos/programador-junior-java-y-angular-presencial-canvia-1116742257.html,PROGRAMADOR JUNIOR Java y Angular PRESENCIAL,Alta revisión de perfiles,"Lima, Lima, Peru",Otro
58,https://www.bumeran.com.pe/empleos/desarrollador-genexus-software-enterprise-services-s.a.c.-1116006337.html,Desarrollador Genexus,"SOFTWARE ENTERPRISE SERVICES
Somos una empresa peruana de Tecnologías de la Información y Comunicaciones, que cuenta con amplia experiencia en la prestación de servicios informáticos mediante Outsourcing TI y Fábrica de Software, para clientes nacionales e internacionales, asegurando la calidad de servicio con sólidos procesos estandarizados en un sistema integrado de gestión. Nos encontramos en la búsqueda del mejor talento para ocupar la siguiente posición:
DESARROLLADOR GENEXUS
Requisitos:
Universitario Egresado, Titulado, Bachiller o Técnico Egresado, Titulado
Carreras de Ingeniería de Sistemas, de Software, Informática, Computación o afines
Experiencia de 3 a 5 años mínimo de experiencia Genexus , bantotal , JAVA y microservicios.
Herramientas no técnicas:
- Trabajo en equipo
- Comunicación Eficaz
Beneficios:
- Planilla
- EPS (opcional)
- Oportunidad de línea de carrera","Cercado De Lima, Lima, Peru",Otro
59,https://www.bumeran.com.pe/empleos/analista-programador-.net-fractal-soluciones-it-1116742212.html,Analista Programador (.NET),"Somos Fractal Soluciones TI, una empresa peruana de consultoría en Gestión de Tecnología de la Información con más de 11 años en el mercado y con más de 70 clientes que confían en nosotros.
Nos encontramos en búsqueda de un talento para el cargo de Analista Programador (.NET) para colaborar en modalidad remota con uno de nuestros clientes, con el siguiente perfil:
Requisitos
Bachiller o Titulado técnico en Ingeniería de Sistemas, Software, Computación e Informática o carreras afines (mandatorio).
Mínimo 4 años de experiencia en analisis y diseño de sistemas.
Experiencia en creación de aplicaciones y servicios en C# (.NET).
Capacidad para trabajar con base de datos Oracle.
Conocimiento de desarrollo con Python.
Deseable experiencia en desarrollo móvil.
Beneficios
Capacitación AWS
Descuentos corporativos
Actividades de bienestar y más...
Conócenos en: https://www.fractal.com.pe/
¡Somos experiencia, somos tecnología, somos Fractal!","San Isidro, Lima, Peru",Otro
60,https://www.bumeran.com.pe/empleos/desarrollador-fullstack-net-angular-periferia-it-corp-peru-s.a.c.-1116741619.html,Desarrollador Fullstack Net/Angular,"¡Prepárate para vivir una nueva etapa con Periferia IT Group! 🌟Si tienes experiencia como Desarrollador Fullstack Net/Angular y quieres generar un impacto en el mundo tecnológico, esta es tu oportunidad para unirte a nuestro equipo. Trabajarás con más de 1,000 profesionales en una multinacional colombiana líder en el sector TI, con fuerte presencia en América Latina y Estados Unidos. ¡Impulsa tu carrera con nosotros y haz crecer tu potencial! 🚀📈💼💻
¿Te gustaría llevar tu carrera al siguiente nivel con Periferia IT Group?
👥 Únete a nuestra cultura Periferia enfocada al servicio y la innovación, donde cada idea cuenta para superar las expectativas de nuestros clientes.
🚀 Sumérgete en un entorno laboral dinámico que fomenta el aprendizaje continuo y el desarrollo personal.
💡 Participa en proyectos desafiantes donde podrás aplicar tus conocimientos y habilidades para generar un impacto real.
🤝 Disfruta de un equilibrio entre tu vida personal y laboral, mientras promovemos el bienestar integral de todos nuestros colaboradores.
Para destacar en tu postulación debes:
🎓 Ser tecnico/a o profesional en ingeniería de sistemas o disciplinas relacionadas.
💻 Contar con experiencia superior a 4 años en Angular versión 9 y .Net versión 6, .Net Core, SOAP, REST y patrones de arquitectura de diseño.
💻 Tener experiencia en patrones de arquitectura de diseño: DDD / arquitectura limpia / Manejo de soluciones Entity framework.
📊 Dominar SQL Server 2014 + / Mongo DB - Cosmos DB - firestore.
🌱 Capacidad de adaptarse a nuevas tecnologías y enfoques innovadores para maximizar su impacto.
Tus funciones específicas serán:
📈 Revisar el análisis y diseño de la funcionalidad solicitada.
🧠 Implementar el caso de uso de negocio a nivel de sistemas.
💼 Revisar las pruebas unitarias o integrales del caso de uso de negocio del sistema.
📈 Documentar la evidencia de las pruebas del mismo caso de uso del negocio del sistemas.
🧠﻿ Implementar la documentación técnica.
💼﻿ Analizar y revisar el modelamiento de base de datos para el caso de uso del negocio.
Lo que encontrarás al unirte al mundo de Periferia IT Group:
🏠🏢 Trabajo híbrido en Surco/Lima.
📜 Contrato renovable
💰 Salario negociable según experiencia y habilidades.
🎁 Beneficios a la carta para tu bienestar y estilo de vida.
¡Da el paso y únete hoy a nuestro equipo Periferia IT! 🎉","Santiago de Surco, Lima, Peru",Otro
61,https://www.bumeran.com.pe/empleos/developer-java-sr.-inetum-peru-1116741562.html,Developer Java Sr.,Alta revisión de perfiles,"San Isidro, Lima, Peru",Otro
62,https://www.bumeran.com.pe/empleos/desarrollador-fullstack-java-react-csti-corp-1116741391.html,Desarrollador FullStack Java / React,Alta revisión de perfiles,"Lima, Lima, Peru",Otro
63,https://www.bumeran.com.pe/empleos/analista-programador-senior-hitss-peru-1116741310.html,ANALISTA PROGRAMADOR SENIOR,"Somos una empresa de Soluciones Digitales y Servicios de TI con 30 años de experiencia en el mercado. Contamos con más de 8 mil colaboradores en Latinoamérica, Estados Unidos y Europa.Te invitamos a ser parte de nuestro equipo ocupando el cargo de: ANALISTA PROGRAMADOR SENIOR.
Requisitos:
Bachiller o Titulado en Ingeniería Industrial, sistemas o afines
Experiencia mínima de 3 años de experiencia previa
Poder trabajar de manera Hibrido
Manejo de Angular (intermedio/avanzado)
Desarrollo Web SPA / PWA y Git (intermedio/avanzado)
Manejo de MicroFront y visual studio code (Intermedio)
Funciones:
Desarrollo Front para la nueva BXI PN, donde implementará y brindará soporte a las siguientes funcionalidades
Plin y TAUC
Pago de servicios
Prestamos
Push Notifications
Operaciones Frecuentes
Conocimientos y Certificaciones Deseables:
React
Seguridad en aplicaciones web
Agile, scrum, Devops
Postman
BENEFICIOS
Trabajo presencial de L-V 9am-6:30pm
Sueldo en planilla 100% desde el primer día, con todos los beneficios de ley.
EPS corporativa (opcional).
Convenios corporativos.
1/2 dia de licencia libre por cumpleaños","Lima, Lima, Peru",Otro
64,https://www.bumeran.com.pe/empleos/desarrollador-backend-php-metrica-peru-1116740891.html,Desarrollador Backend PHP,4.4,"Lima, Lima, Peru",Otro
65,https://www.bumeran.com.pe/empleos/desarrollador-java-manpowergroup-peru-1116740830.html,Desarrollador Java,"En Experis Perú buscamos al mejor talento para sumarse a los desafíos de la era digital y llevar su carrera a un siguiente nivel. Por ello, te invitamos a que formes parte del reto como Desarrollador Java
Requisitos:
Egresados, Bachiller o Titulado (Técnicos ó Universitarios) en Ingeniería de Telecomunicaciones, Electrónica, Sistemas o Afines.
Experiencia mínima de 02 años realizando labores desarrollo de soluciones en lenguaje Java o Python, así como de soporte y/o mantenimiento.
Conocimiento en Jquery, Json, Gson, JavaScript, Bootstrap v4, Chart.js.
Conocimientos de configuración, monitoreo, operación, desarrollo de software y/o implementación de equipos, dispositivos, elementos, sistemas y/o plataformas de networking y/o seguridad de redes e internet.
Explotación de Base de datos: SQL Server 2008 R2 y 2014, Oracle 10g PL/SQL, Integration Servicies, de Reporting Services.c (deseable)
Funciones:
Programación de casos de uso planteados por el cliente interno (Python3, Javascript, scripts y programación gráfica).
implementación de pruebas de automatización.
Desarrollo de integraciones entre plataformas a nivel básico (API Rest, SOAP, y mediante colas/tópicos).
Documentar códigos y casos de uso.
Investigar nuevas tecnologías de desarrollo y análisis de datos.
Desarrollo de Script.
Desarrollo de Kpis
Desarrollo de RPAs
Beneficios:
Únete a una empresa líder a nivel global.
Horario de Lunes a Viernes de 9am - 6:30pm
Trabajo híbrido (2 veces por semana en oficina)
Beneficios corporativos y capacitación constante.
Ingreso a planilla, con todos los beneficios de ley.
En Experis Perú, promovemos la inclusión e inserción laboral sin distinción por razón de discapacidad, género, orientación, identidad y expresión de género, lugar de origen o generación. Por ello ¡Todos los talentos son bienvenidos!","Surco, Lima, Peru",Otro
66,https://www.bumeran.com.pe/empleos/analista-programador-php-metrica-andina-1116740816.html,Analista Programador PHP,Alta revisión de perfiles,"Lima, Lima, Peru",Otro
67,https://www.bumeran.com.pe/empleos/analista-programador-.net-metrica-andina-1116740026.html,Analista Programador .Net,Alta revisión de perfiles,"Chorrillos, Lima, Peru",Otro
68,https://www.bumeran.com.pe/empleos/especialista-en-gestion-de-inventario-de-software-metrica-andina-1116740025.html,Especialista en Gestion de Inventario de Software,"Métrica Andina es la primera filial latinoamericana del grupo de consultoría español Métrica Consulting. El grupo comenzó operaciones con el inicio del nuevo siglo y desde entonces ha participado en distintos proyectos en distintos países de Europa Occidental y Latino América. Con Métrica Andina, hemos comenzado a ofrecer nuestros servicios técnicos en el mercado Peruano y desde ahí queremos llegar a la región andina en los próximos años.
Por encargo de nuestro cliente, nos encontramos en la búsqueda de un Especialista en Gestion de Inventario de Software
Requisitos:
Tener formacion en sistemas, computacion e informatica, no se consideraran otras especialidades.
Minimo 1 año de experiencia en algun software de gestion de inventario, realizando inventario de activos de tecnologia, gestion de activos de servidores.
Experiencia con SNOW Software SLM y BMC Discovery (Deseable)
Conocimientos en integración de herramientas ITAM con otras soluciones.
Beneficios:
Planilla desde el primer día con todos los beneficios acorde a ley.
Remuneración fija superior al mercado.
Seguro Vida Ley.
Participar de un programa de reconocimiento.
Buen clima laboral
Convenios educativos, descuentos en centros comerciales, recreativos, etc.
Pertenecer a una prestigiosa empresa de tecnología y generar lazos transnacionales.
En Métrica Perú estamos comprometidos con la inclusión, diversidad y equidad de género. Por ello, los procesos de selección buscan asegurar la igualdad de derechos y oportunidades.
¡Si estás listo para dar el siguiente paso en tu carrera y te apasiona la tecnología, esta es tu oportunidad! #ChambeaenMétrica","Lima, Lima, Peru",Otro
69,https://www.bumeran.com.pe/empleos/desarrollador-backend-java-senior-indra-peru-1116739930.html,Desarrollador Backend Java Senior,"Desarrollador Backend Java Senior – Únete a nuestro equipo en Minsait
More digital. More human. More Minsait. Somos una empresa líder global en tecnología y consultoría digital que conecta personas, tecnología y negocios para generar crecimiento, transformación e impacto positivo y sostenible.
¿A quién buscamos?
Buscamos Desarrollador Backend Java Senior con experiencia en el rubro y ganas de sumarse a nuestros equipos multidisciplinarios para desarrollar soluciones innovadoras.
Funciones del puesto
Diseñar, desarrollar y mantener aplicaciones para el banco, alineadas con los requisitos del negocio y enfocadas en la transformación digital.
Desarrollar componentes tecnológicos con alta disponibilidad y escalabilidad.
Construir e integrar APIs y microservicios para mejorar la experiencia del usuario.
Identificar oportunidades de mejora en el código y aplicar técnicas de refactorización para optimizar la mantenibilidad.
Reducir la deuda técnica a través de la implementación de buenas prácticas y estándares de calidad.
Aplicar patrones avanzados como Saga, Event Driven, Event Sourcing y CQRS.
Resolver conflictos complejos en Git y diseñar estrategias de ramas para trabajo colaborativo.
Definir y ejecutar estrategias de prueba, asegurando una alta cobertura y calidad del código.
Analizar y solucionar problemas técnicos en múltiples plataformas.
Requisitos:
Egresados o bachiller de ingeniería de software o carreras afines.
Experiencia de 5 años.
Lenguaje y frameworks: Java (JDK 8, 11, 17), Spring Boot, Quarkus (deseable).
Principios y prácticas: Clean Code, SOLID, TDD, patrones de diseño GoF.
Bases de datos: SQL (tablas, consultas complejas, agregación, optimización de índices).
Versionamiento: Git (manejo de ramas, merges, revert, reset, rebase, log).
Concurrencia y rendimiento: Multi-threading, IPC, patrones de concurrencia.
Testing: JUnit, Mockito, pruebas unitarias y de integración.
Arquitectura basada en eventos: Apache Kafka, manejo de tópicos y eventos.
Desarrollo seguro: Kiuwan, Fortify, autenticación OAuth2, JWT.
DevOps y CI/CD: Git, SonarQube, Azure DevOps, Jenkins, pipelines automatizados con YAML.
Conocimientos valorados (Deseables):
Programación reactiva (RxJava, WebFlux).
Diseño de APIs y aplicaciones serverless.
Cloud Computing (Azure, Oracle, CosmosDB, Azure Functions).
Manejo de herramientas como Postman, SOAP UI, JMeter.
Conocimiento de OpenShift/Confluent.
Programación en Shell (manejo de variables de ambiente, scripts).
Condiciones de trabajo:
Modalidad Híbrida (2 veces por semana en oficinas) en el distrito de Surquillo.
Horario de trabajo de Lunes a Viernes de 9:00am a 6:30pm.
Beneficios:
Planilla Completa desde el 1er día de trabajo.
Cobertura al 100% de EPS.
Convenios Corporativos.
Acceso ilimitado a cursos y certificaciones online en Udemy.
Crecimiento y desarrollo profesional.
¡Anímate y postula con nosotros!","Surquillo, Lima, Peru",Otro
70,https://www.bumeran.com.pe/empleos/web-master-programador-web-grupo-san-pablo-1116739901.html,Web Master - Programador Web,"Somos la Red de Salud Privada más grande del País y estamos en búsqueda del mejor talento para complementar el equipo del GRUPO SAN PABLO como WEB MASTER
FUNCIONES:
Desarrollar procesos de maquetación personalizada utilizando HTML, CSS, PHP y JavaScript, sin el uso de plantillas, para la creación de sitios web y funcionalidades a medida.
Instalar y configurar nuevas instancias de WordPress, gestionar plugins, y realizar migraciones de paquetes PHP y MySQL a versiones más recientes, asegurando la optimización, seguridad y correcto funcionamiento de los sistemas.
Desarrollar procesos de maquetación personalizada utilizando HTML, CSS, PHP y JavaScript, sin el uso de plantillas prediseñadas.
Instalar y configurar nuevas instancias de WordPress, asegurando su correcta implementación y rendimiento.
Gestionar y actualizar plugins de WordPress según las necesidades del proyecto, garantizando su compatibilidad y funcionamiento óptimo.
Publicar sitios web en producción, asegurando su visibilidad en línea y funcionamiento adecuado.
Gestionar certificados SSL en su configuración básica, asegurando la seguridad de la conexión en los sitios web.
Administrar bases de datos MySQL y QSQL mediante PhpMyAdmin, realizando mantenimiento y configuraciones, y creando copias de seguridad periódicas.
REQUISITOS:
Estudios Superiores en Ingeniería de Sistemas o carreras afines.
Conocimiento de HTML, CSS, PHP, JS
Conocimiento en base de datos ORACLE
Conocimiento de Phpmyadmin
Conocimiento de paquetes (Php, mysql)
Librerías: Bootstrap, DataTable
Manejo de CMS: Wordpress (DIVI – Elementor)
Disponibilidad de laborar en San Borja de Lunes a Sábado
BENEFICIOS:
Salario acorde al mercado
Plan familiar Salud con descuentos y tarifas preferenciales.
Pertenecer a una organización líder en el rubro de salud.","San Borja, Lima, Peru",Otro
71,https://www.bumeran.com.pe/empleos/senior-go-react-developer-encora-1116739884.html,Senior Go React Developer,"We are looking for a Full Stack Developer Golang/Ruby (13609), with knowledge of React for frontend development. The ideal candidate will have a stronger focus on backend development but should be able to deliver high-quality frontend code. The tech stack is modern, with React for the frontend and Go/Ruby for the backend, although some legacy code still uses HandlebarsJS and BackboneJS.
Responsibilities and Duties
Design, develop, and maintain scalable web applications using Golang for the backend and React for the frontend.
Participate in the modernization and maintenance of legacy code in HandlebarsJS and BackboneJS, ensuring an efficient transition to modern technologies.
Build and optimize efficient and well-documented RESTful APIs, leveraging OpenAPI when applicable.
Implement unit, integration, and API testing to ensure code quality.
Work with databases such as PostgreSQL, MySQL, and others, optimizing queries and ensuring performance.
Apply architecture patterns suited for distributed systems and high-performance applications.
Collaborate with the team to define best practices for development, testing, and deployment.
Implement solutions in AWS or other cloud environments, with a focus on AWS Kinesis (preferred).
Maintain high-quality documentation and clean code.
Requirements and Skills
Backend Experience
4+ years of backend development experience with .NET, Python, Java, or Golang.
3+ years of experience specifically with Golang.
Experience with Go-kit, Gorilla-mux, and Go-mod.
Proficiency with Go testing frameworks such as Testify.
Experience with relational and NoSQL databases: MySQL, MongoDB, DynamoDB, PostgreSQL.
Experience building RESTful APIs with best practices and proper documentation.
Strong knowledge of design patterns for distributed systems.
Experience in unit and integration testing.
Frontend Experience
Experience with React for frontend development.
Knowledge of Jest or Enzyme (a plus).
Experience working with legacy code in HandlebarsJS and BackboneJS (preferred).
Additional Requirements
Strong sense of ownership and commitment to code quality and deliverables.
Engineering mindset, with the ability to solve complex software problems.
Ability to work collaboratively in agile environments.","Lima, Lima, Peru",Otro
72,https://www.bumeran.com.pe/empleos/desarrollador-.net-periferia-it-corp-peru-s.a.c.-1116739872.html,Desarrollador .NET,"¡Prepárate para vivir una nueva etapa con Periferia IT Group! 🌟Si tienes experiencia como Desarrollador .NET y quieres generar un impacto en el mundo tecnológico, esta es tu oportunidad para unirte a nuestro equipo. Trabajarás con más de 1,000 profesionales en una multinacional colombiana líder en el sector TI, con fuerte presencia en América Latina y Estados Unidos. ¡Impulsa tu carrera con nosotros y haz crecer tu potencial! 🚀📈💼💻
¿Te gustaría llevar tu carrera al siguiente nivel con Periferia IT Group?
👥 Únete a nuestra cultura Periferia enfocada al servicio y la innovación, donde cada idea cuenta para superar las expectativas de nuestros clientes.
🚀 Sumérgete en un entorno laboral dinámico que fomenta el aprendizaje continuo y el desarrollo personal.
💡 Participa en proyectos desafiantes donde podrás aplicar tus conocimientos y habilidades para generar un impacto real.
🤝 Disfruta de un equilibrio entre tu vida personal y laboral, mientras promovemos el bienestar integral de todos nuestros colaboradores.
Para destacar en tu postulación debes:
🎓 Ser técnico/a o egresado/a universitario/a en Ingeniería de Sistemas o disciplinas relacionadas.
💻 Contar con experiencia entre 3 a 5 años en .Net Framework 4.8.1, ASP .Net, WCF y Windows Forms.
📊 Dominar un nivel alto Team Foundation Server, Git, Devops y orquestadores de despliegues.
💻 Poseer conocimientos de uso de el kit de herramientas de Bitbucket (jira, confluence).
🌱 Capacidad de adaptarse a nuevas tecnologías y enfoques innovadores para maximizar su impacto.
Lo que encontrarás al unirte al mundo de Periferia IT Group:
🏠🏢 Trabajo híbrido en Cercado de Lima/Perú.
📜 Contrato renovable.
💰 Salario negociable según experiencia y habilidades.
🎁 Beneficios a la carta para tu bienestar y estilo de vida.
¡Da el paso y únete hoy a nuestro equipo Periferia IT! 🎉","Lima, Lima, Peru",Otro
73,https://www.bumeran.com.pe/empleos/desarrollador-fullstack-react-csti-corp-1116739818.html,Desarrollador FullStack (React),3.9,"Lima, Lima, Peru",Otro
74,https://www.bumeran.com.pe/empleos/analista-programador-q-system-1116739646.html,Analista Programador,"📢 ¡Estamos buscando un Analista Programador ! 🚀
Si tienes experiencia en desarrollo de software y buscas un nuevo reto, esta es tu oportunidad.
🔹 Requisitos:
✅ Experiencia de 3 años en desarrollo de Web Services
✅ Manejo de bases de datos: SQL Server, MySQL, MongoDB, PostgreSQL
✅ Conocimiento en desarrollo con .NET, Java, PHP
✅ Experiencia con Angular, React, Docker
🔹 Habilidades Blandas:
💡 Honestidad, compromiso, responsabilidad, respeto, tolerancia, solidaridad
🔥 Capacidad para trabajar bajo presión (entorno dinámico y en crecimiento)
🔹 Detalles del puesto:
📌 Modalidad: Presencial (San Borja o La Victoria)
🕘 Horario: Lunes a viernes de 9:00 a 18:00
📅 Duración: 3 meses (con posibilidad de renovación)
🚀 Inicio inmediato
Si cumples con el perfil y quieres formar parte de este proyecto, envía tu CV a 📩
#TrabajoTI #AnalistaProgramador #DesarrolloSoftware #OportunidadLaboral","San Borja, Lima, Peru",Presencial
75,https://www.bumeran.com.pe/empleos/programador-front-end-mobile-y-web-apparka-1116739638.html,Programador Front End (Mobile y Web),"Somos apparka, una empresa dedicada a transformar la ciudad en un lugar más ordenado y vivible a través de soluciones urbanas. Con un equipo de más de 2,600 colaboradores en todo el país, estamos redefiniendo la experiencia de estacionamiento y movilidad urbana. Nos apasiona el servicio al cliente y la mejora continua.. Si buscas formar parte de una empresa en constante crecimiento, ¡únete a apparka y sé parte del cambio!","San Isidro, Lima, Peru",Otro
76,https://www.bumeran.com.pe/empleos/analista-tecnico-lider-.net-canvia-1116739526.html,ANALISTA TECNICO - Lider .NET,2.4,"Lima, Lima, Peru",Otro
77,https://www.bumeran.com.pe/empleos/soporte-de-aplicaciones-linux-plsql-hitss-peru-1116739333.html,Soporte de Aplicaciones (Linux/PLSQL),"Somos una empresa de Soluciones Digitales y Servicios de TI con 30 años de experiencia en el mercado. Contamos con más de 8 mil colaboradores en Latinoamérica, Estados Unidos y Europa.
Te invitamos a ser parte de nuestro equipo ocupando el cargo de: Analista de Soporte de Aplicaciones
Requisitos indispensables:
Profesionales de Ingeniería de Sistemas, Informática, o carreras afines.
Conocimiento en programación PL SQL Oracle, .NET, Java, Shell scripts, unix/ linux
MS Office básico
Experiencia:
Más de 1 año de experiencia en desarrollo e implementación de aplicaciones
Atención en helpdesk
Sector de telecomunicaciones, banca / empresa de servicios masivos
Beneficios:
Pertenecer al grupo América Móvil.
Sueldo en planilla 100% desde el primer día.
EPS corporativa (opcional).
Convenios corporativos.
“Global Hitss mantiene una política de contratación inclusiva, por lo que invita a cualquier persona a participar en el proceso de selección en referencia”.
¡Te invitamos a revisar nuestra página web: http://www.globalhitss.com/","La Victoria, Lima, Peru",Otro
78,https://www.bumeran.com.pe/empleos/analista-programador-java-angular-indra-peru-1116739225.html,Analista programador (Java / Angular),"Trae tu talento a Indra, una compañía global de consultoría y tecnología, con presencia en los 5 continentes y más de 40.000 profesionales. Trabajarás en un entorno de soluciones y servicios innovadores para nuestros clientes en los principales sectores de actividad, aportándoles valor añadido. Participarás de la transformación de los negocios trabajando con profesionales de referencia.
Buscamos un Analista Programador (Java / Angular) con ganas de trabajar en nuestros equipos multidisciplinares.
Requisitos:
3 años de experiencia en desarrollo de aplicaciones Angular, Typescript, JavaScript, servicios web.
Java, Lenguaje de marcado XML, JSON, Javascript, HTML5, CSS, Angular, Bus de Integracíon, Kafka.
Base de Datos (SQL, Oracle).
Beneficios:
Planilla Completa desde el 1er día de trabajo.
Cobertura al 100% de EPS.
Convenios Corporativos.
Acceso ilimitado a cursos y certificaciones online en Udemy.
Crecimiento y desarrollo profesional.
¡Anímate y postula con nosotros!","San Isidro, Lima, Peru",Otro
79,https://www.bumeran.com.pe/empleos/analista-backend-java-junior-indra-peru-1116524007.html,Analista Backend Java Junior,"More digital. More human. More Minsait.
Somos una empresa líder global de tecnología y consultoría digital que conecta personas, tecnología y negocios para generar crecimiento, transformación e impacto positivo y sostenible.
Buscamos Analista Backend Java Junior con ganas de trabajar en nuestros equipos multidisciplinares.
¿Cuál es el reto que te proponemos?
Estarás en contacto continuo con las novedades tecnológicas, impulsando la transformación digital.
Participarás en proyectos y desarrollos que tienen una alta visibilidad y que marcan la diferencia con soluciones disruptivas y especializadas para toda la cadena de valor.
¿Qué esperamos por tu parte?
Requerido
Java 8 (1-2 años)
RESTful (0.5 años)
Spring Boot (1 año)
Lenguaje SQL (1 año)
Spring Data JPA (0.5 años)
Maven (0.5 años)
Git (0.5 años)
JUnit (0.5 años)
Deseable
Python
Apache Spark
Funciones del puesto:
Resolución de errores identificados durante la iteración.
Diseño y desarrollo de aplicaciones
Ayuda a mantener un catálogo de servicios bien documentado.
Ayuda a escribir Infraestructura como código para soportar servicios desarrollados.
Desarrollo de pruebas unitarias de los componentes creados.
Soporte para las pruebas.
Realización de merge del código fuente, la integración con los demás desarrolladores.
Documentación de lo desarrollado. Entregables:
Código Fuente, Manual técnico, Manual de usuario
Motivos por los que te encantará ser un #Minsaiter:
Planilla desde el día 1
Lima
Carrera profesional y acceso a plataforma de capacitación adaptada a tus necesidades y motivaciones.
EPS cubierta al 100%
Minsait, technology for a more human future!","Jesús María, Lima, Peru",Otro
80,https://www.bumeran.com.pe/empleos/desarrollador-senior-angular-fractal-soluciones-it-1116739015.html,Desarrollador Senior Angular,"Somos Fractal Soluciones TI, una empresa peruana de consultoría en Gestión de Tecnología de la Información con más de 11 años en el mercado y con más de 70 clientes que confían en nosotros.
Nos encontramos en búsqueda de un talento para el cargo de un Desarrollador Angular para colaborar en modalidad híbrida con uno de nuestros clientes del sector bancario para un proyecto temporal de 2 meses con el siguiente perfil:
Requisitos
Formación Universitaria culminada en Ingeniería de Sistemas, Software, Computación e Informática o carreras afines.
Especialización en FrontEnd (avanzado)
Mínimo 3 años de experiencia desarrollando con Angular (avanzado).
Experiencia en Desarrollo Web SPA (Single Page Application) y PWA (Progressive Web Application) (avanzado)
Sólida experiencia trabajando con microfrontend.
Conocimientos en seguridad de aplicaciones web, React, AWS, Visual studio Code y Postman (intermedio)
Manejo de Git a nivel avanzado.
Conocimientos de metodologías ágiles (Scrum) y DevOps.
Deseable experiencia en el sector bancario.
Beneficios
Capacitación AWS
Descuentos corporativos
Actividades de bienestar y más...
¡Somos tecnología, somos experiencia, somos FRACTAL!","San Isidro, Lima, Peru",Otro
